"Name","Position","Year","Selection","GPYr1","PSYr1","TOIYr1","GPYr2","PSYr2","TOIYr2","GPYr3","PSYr3","TOIYr3","GPYr4","PSYr4","TOIYr4","GPYr5","PSYr5","TOIYr5","GPYr6","PSYr6","TOIYr6","GPYr7","PSYr7","TOIYr7","TOI_sum_min","GP_sum","PS_sum"
"Dylan Strome","C",2015,3,0,-2.5,0,7,-0.3,95.7833333333333,21,1.1,271.883333333333,58,4.9,989.4,68.1375358166189,4.11174785100287,1086.10840496657,58.5714285714286,1.61071428571429,908.638095238095,69,4.7,1203.4,4555.21316687133,281.708964388047,13.6224621367172
"Mitchell Marner","C",2015,4,0,-2.5,0,77,6.6,1294.38333333333,82,7,1343.81666666667,82,9.8,1625.43333333333,69.3123209169054,7.2836676217765,1493.95463228271,80.5357142857143,10.6892857142857,1806.17202380952,72,10.7,1503.56666666667,9067.32665609223,462.84803520262,49.5729533360622
"Noah Hanifin","D",2015,5,79,3.8,1414.41666666667,81,3.8,1451.53333333333,79,4.5,1489.95,80,5.7,1661.86666666667,82.2349570200573,4.11174785100287,1741.03151862464,68.8214285714286,4.1,1377.25833333333,81,8.7,1725.51666666667,10861.5731852913,551.056385591486,34.7117478510029
"Pavel Zacha","C",2015,6,1,0.4,16.85,70,1.5,1001.55,69,1.8,991.616666666667,61,2.3,980.85,76.3610315186246,2.34957020057307,1242.19818529131,73.2142857142857,4.97857142857143,1255.99107142857,70,2.2,1179.21666666667,6668.27259005322,420.57531723291,15.5281416291445
"Ivan Provorov","D",2015,7,0,-2.5,0,82,5.7,1802.2,82,8.6,1980.53333333333,82,3.7,2059.18333333333,81.0601719197708,8.34097421203438,2013.75787965616,82,6.88214285714286,2049.87797619048,79,4.4,1966.35,11871.9025225133,488.060171919771,35.1231170691772
"Zach Werenski","D",2015,8,0,-2.5,0,78,9.1,1631.06666666667,77,7.5,1738.35,82,6.5,1877.76666666667,74.0114613180516,10.6905444126074,1775.19818529131,51.25,4.53928571428571,1248.40119047619,68,5.7,1744.8,10015.5827091008,430.261461318052,41.5298301268931
"Timo Meier","RW",2015,9,0,-2.5,0,34,0.4,424.1,81,4,1204.28333333333,78,7.4,1323.86666666667,82.2349570200573,5.40401146131805,1421.25501432665,79.0714285714286,4.24642857142857,1269.9505952381,77,8.7,1475.01666666667,7118.47227623142,431.306385591486,27.6504400327466
"Mikko Rantanen","RW",2015,10,9,-0.4,80.6166666666667,75,3.5,1354.36666666667,81,9.3,1535.98333333333,74,9.8,1542.3,49.3409742120344,5.40401146131805,934.99188156638,76.1428571428571,13.325,1516.60952380952,75,10.5,1573.86666666667,8538.73473870924,439.483831354891,51.4290114613181
"Lawson Crouse","LW",2015,11,0,-2.5,0,72,-0.3,855.966666666667,11,-0.2,120.333333333333,81,2.6,1048.75,77.5358166189112,3.28939828080229,1053.05778414518,74.6785714285714,0.439285714285714,1067.68392857143,65,3,1132.98333333333,5278.77504604994,381.214388047483,6.328683995088
"Denis Gurianov","RW",2015,12,0,-2.5,0,1,-0.1,13.1,0,-2.5,0,21,0.1,228.316666666667,75.1862464183381,4.69914040114613,976.344317096466,80.5357142857143,4.39285714285714,1276.56428571429,73,2.6,1035.51666666667,3529.84193614409,250.721960704052,6.69199754400327
"Jakub Zboril","D",2015,13,0,-2.5,0,0,-2.5,0,0,-2.5,0,2,0,21.8666666666667,0,-2.93696275071633,0,61.5,2.63571428571429,1048.74583333333,10,0.5,157.25,1227.8625,73.5,-7.30124846500204
"Jake Debrusk","LW",2015,14,0,-2.5,0,0,-2.5,0,70,4.9,1005.98333333333,68,5.2,1099,76.3610315186246,4.46418338108883,1225.65329512894,60.0357142857143,1.61071428571429,894.166071428571,77,4.9,1157.8,5382.60269989084,351.396745804339,16.0748976668031
"Zachary Senyshyn","RW",2015,15,0,-2.5,0,0,-2.5,0,0,-2.5,0,2,0.2,23.1833333333333,4.69914040114613,0.234957020057307,39.6098376313276,11.7142857142857,-0.292857142857143,118.43630952381,2,-0.1,13.05,194.279480488471,20.4134261154318,-7.45790012279983
"Mathew Barzal","C",2015,16,0,-2.5,0,2,-0.1,19.5,82,8.2,1456.78333333333,82,5.6,1469.68333333333,79.8853868194843,7.0487106017192,1601.13419293219,80.5357142857143,8.2,1508.92202380952,73,4.9,1315.43333333333,7371.4562167417,399.421101105199,31.3487106017192
"Kyle Connor","LW",2015,17,0,-2.5,0,20,0,244.416666666667,76,7,1284.93333333333,82,7,1578.71666666667,83.4097421203439,10.2206303724928,1758.90783190067,82,8.63928571428571,1536.54821428571,79,10.6,1720.23333333333,8123.75604618638,422.409742120344,40.9599160867785
"Thomas Chabot","D",2015,18,0,-2.5,0,1,-0.2,7.15,63,3.6,1103.18333333333,70,7.5,1700.21666666667,83.4097421203439,5.40401146131805,2168.96657115568,71.75,5.56428571428571,1885.87797619048,59,6.1,1545.33333333333,8410.72788067949,348.159742120344,25.4682971756038
"Evgeny Svechnikov","LW",2015,19,0,-2.5,0,2,0,26.2833333333333,14,0.3,123.483333333333,0,-2.5,0,4.69914040114613,-0.117478510028653,39.1203438395415,30.75,1.025,363.41130952381,72,1.1,774.366666666667,1326.66498669668,123.449140401146,-2.69247851002865
"Joel Eriksson Ek","C",2015,20,0,-2.5,0,15,0.8,159.183333333333,75,0.6,958.383333333333,58,0.8,783.45,72.836676217765,2.70200573065903,1144.78892072588,82,5.85714285714286,1398.75892857143,77,4.8,1430.51666666667,5875.08118263065,379.836676217765,13.0591485878019
"Colin White","C",2015,21,0,-2.5,0,2,0,27.4166666666667,21,0.4,280.233333333333,71,2.6,1150.1,71.6618911174785,1.17478510028653,1125.5811843362,65.8928571428571,2.34285714285714,968.039285714286,24,0.3,368.1,3919.47047005049,255.554748260336,4.31764224314367
"Ilya Samsonov","G",2015,22,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Brock Boeser","RW",2015,23,0,-2.5,0,9,0.8,145.916666666667,62,6.8,1084.53333333333,69,6.3,1322.3,66.9627507163324,5.16905444126075,1243.62750716332,82,8.63928571428571,1584.21071428571,71,4.4,1320.53333333333,6701.12155478236,359.962750716332,29.6083401555465
"Travis Konecny","C",2015,24,0,-2.5,0,70,2.7,986.333333333333,81,5.7,1207.48333333333,82,4.9,1251.33333333333,77.5358166189112,7.87106017191977,1302.89541547278,73.2142857142857,4.24642857142857,1163.81428571429,79,3.8,1391.45,7303.30970118706,462.750102333197,26.7174887433483
"Jack Roslovic","C",2015,25,0,-2.5,0,1,-0.1,8.4,31,1.5,381.983333333333,77,1.9,750.233333333333,83.4097421203439,2.93696275071633,1242.72683858644,70.2857142857143,4.39285714285714,1187.9994047619,81,4.5,1156.78333333333,4728.12624334834,343.695456406058,12.6298198935735
"Noah Juulsen","D",2015,26,0,-2.5,0,0,-2.5,0,23,1,446.733333333333,21,1.2,359.416666666667,0,-2.93696275071633,0,5.85714285714286,-0.292857142857143,70.0904761904762,8,0,117.4,993.640476190476,57.8571428571429,-6.02981989357347
"Jacob Larsson","D",2015,27,0,-2.5,0,4,0,65.7166666666667,0,-2.5,0,49,1.3,838.616666666667,70.487106017192,1.99713467048711,1137.85768863419,67.3571428571428,1.75714285714286,1171.40416666667,6,0,91.6333333333333,3305.22852196753,196.844248874335,0.0542775276299698
"Anthony Beauvillier","LW",2015,28,0,-2.5,0,66,2.2,859.383333333333,71,3.9,1031.4,81,2.8,1186.01666666667,79.8853868194843,4.11174785100287,1378.82569245463,68.8214285714286,5.85714285714286,1128.74464285714,75,2.4,1262.5,6846.87033531177,441.706815390913,18.7688907081457
"Gabriel Carlsson","D",2015,29,0,-2.5,0,2,0,34.25,14,0.3,158.616666666667,1,-0.1,9.35,7.0487106017192,0,76.6743075453677,20.5,0.439285714285714,303.082738095238,38,1.8,466.15,1048.12371230727,82.5487106017192,-0.0607142857142862
"Nicholas Merkley","RW",2015,30,0,-2.5,0,0,-2.5,0,1,0,13.5,0,-2.5,0,4.69914040114613,0.234957020057307,53.3939828080229,39.5357142857143,0.732142857142857,454.929166666667,9,0.2,111.7,633.52314947469,54.2348546868604,-6.33290012279984
"Jeremy Roy","D",2015,31,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Christian Fischer","RW",2015,32,0,-2.5,0,7,0.5,86.2833333333333,79,2.7,1098.48333333333,71,1.3,935.033333333333,65.7879656160459,0.822349570200573,725.038204393505,76.1428571428571,0.146428571428571,970.772619047619,53,-0.2,694.95,4510.56082344112,351.930822758903,2.76877814162914
"Mitchell Stephens","C",2015,33,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,44.6418338108883,-0.234957020057307,481.466093600764,10.25,-0.292857142857143,97.0577380952381,27,-0.2,301.816666666667,880.340498362669,81.8918338108883,-10.7278141629144
"Travis Dermott","D",2015,34,0,-2.5,0,0,-2.5,0,37,3.1,591.783333333333,64,2.1,1107.63333333333,65.7879656160459,3.40687679083095,1138.69961795606,74.6785714285714,1.46428571428571,987.563095238095,17,0.9,287.2,4112.87937986082,258.466537044617,5.97116250511666
"Sebastian Aho","RW",2015,35,0,-2.5,0,82,5.9,1376.51666666667,78,7.6,1397.61666666667,82,9.8,1652.36666666667,79.8853868194843,10.1031518624642,1551.67574021012,82,10.5428571428571,1596.58392857143,79,9.5,1497.35,9072.10966878156,482.885386819484,50.9460090053213
"Gabriel Gagne","RW",2015,36,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Brandon Carlo","D",2015,37,0,-2.5,0,82,5.2,1706.9,76,2.7,1462.01666666667,72,4.3,1506.43333333333,78.7106017191977,5.5214899713467,1611.78557784145,39.5357142857143,2.05,739.683928571429,79,3.9,1556.71666666667,8583.53617307955,427.246316004912,21.1714899713467
"Paul Bittner","LW",2015,38,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"A.J. Greer","LW",2015,39,0,-2.5,0,5,-0.1,68.2833333333333,17,0.2,125.683333333333,15,0.1,94.0166666666667,0,-2.93696275071633,0,1.46428571428571,0,12.5196428571429,9,0.2,70.7,371.202976190476,47.4642857142857,-5.03696275071633
"Nicolas Meloche","D",2015,40,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,10.25,0.292857142857143,98.302380952381,50,1,843.783333333333,942.085714285714,60.25,-11.6441056078592
"Ryan Gropp","LW",2015,41,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Mackenzie Blackwood","G",2015,42,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Erik Cernak","D",2015,43,0,-2.5,0,0,-2.5,0,0,-2.5,0,58,4.3,1116.55,78.7106017191977,3.75931232091691,1491.58548233047,67.3571428571428,5.71071428571429,1332.62202380952,55,2.6,1053.41666666667,4994.17417280666,259.06774457634,8.8700266066312
"Matthew Spencer","D",2015,44,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Jakob Forsbacka Karlsson","C",2015,45,0,-2.5,0,1,0,8.41666666666667,0,-2.5,0,28,0.7,330.216666666667,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,338.633333333334,29,-13.3976770364306
"Daniel Sprong","RW",2015,46,18,0.1,157.05,0,-2.5,0,8,0.4,111.833333333333,47,2.1,616.133333333333,9.39828080229226,0.117478510028653,132.515759312321,61.5,4.24642857142857,717.622023809524,16,0.6,219.083333333333,1954.23778312184,159.898280802292,5.06390708145722
"Jansen Harkins","C",2015,47,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,34.0687679083095,0.35243553008596,361.853390639924,38.0714285714286,-0.146428571428571,319.677976190476,77,0.4,729.7,1411.2313668304,149.140196479738,-9.39399304134261
"Filip Chlapik","C",2015,48,0,-2.5,0,0,-2.5,0,20,0,201.45,5,0,69.3166666666667,36.4183381088825,0.234957020057307,319.384909264565,1.46428571428571,0,10.5184523809524,0,-2.5,0,600.670028312184,62.8826238231682,-7.26504297994269
"Roope Hintz","LW",2015,49,0,-2.5,0,0,-2.5,0,0,-2.5,0,58,1.6,815.266666666667,70.487106017192,4.93409742120344,1039.6064947469,60.0357142857143,7.76071428571429,1094.57797619048,80,8.9,1442.88333333333,4392.33447093738,268.522820302906,15.6948117069177
"Jordan Greenway","LW",2015,50,0,-2.5,0,0,-2.5,0,6,0,68.65,81,1.7,1103.91666666667,78.7106017191977,2.34957020057307,1114.65568290353,82,3.66071428571429,1295.16071428571,62,2.6,902.866666666667,4485.24973052258,309.710601719198,5.31028448628736
"Brendan Guhle","D",2015,51,0,-2.5,0,3,0.1,49.05,18,0.5,325.9,6,0,96.7666666666667,35.243553008596,1.87965616045845,601.489971346705,0,-3.66071428571429,0,6,0.1,88,1161.20663801337,68.243553008596,-3.58105812525584
"Jeremy Lauzon","D",2015,52,0,-2.5,0,0,-2.5,0,0,-2.5,0,16,0.4,248.616666666667,22.3209169054441,1.05730659025788,344.251193887297,60.0357142857143,3.66071428571429,1123.30238095238,13,0.6,222.366666666667,1938.53690817301,111.356631191158,-1.78197912402783
"Rasmus Andersson","D",2015,53,0,-2.5,0,1,-0.1,18.55,10,0.1,154.383333333333,79,3.8,1267.11666666667,82.2349570200573,4.46418338108883,1639.41260744986,82,4.68571428571429,1740.37678571429,82,8.6,1859.31666666667,6679.15605983082,336.234957020057,19.0498976668031
"Graham Knott","LW",2015,54,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Yakov Trenin","C",2015,55,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,24.6704871060172,0.587392550143267,240.16523400191,65.8928571428571,1.46428571428571,761.867857142857,80,2.2,1173.4,2175.43309114477,170.563344248874,-5.74832173557102
"Vince Dunn","D",2015,56,0,-2.5,0,0,-2.5,0,75,4.4,1292.31666666667,78,7.2,1367.53333333333,83.4097421203439,6.22636103151862,1357.07258834766,62.9642857142857,3.95357142857143,1212.01369047619,73,4.1,1509.31666666667,6738.25294549052,372.37402783463,20.8799324600901
"Jonas Siegenthaler","D",2015,57,0,-2.5,0,0,-2.5,0,0,-2.5,0,26,1,367.983333333333,75.1862464183381,2.70200573065903,1182.59742120344,11.7142857142857,-0.585714285714286,205.854166666667,70,2.4,1439.08333333333,3195.51825453677,182.900532132624,-1.98370855505526
"Kevin Stenlund","C",2015,58,0,-2.5,0,0,-2.5,0,0,-2.5,0,4,-0.1,43.85,37.5931232091691,1.29226361031519,525.618433619866,46.8571428571429,1.17142857142857,587.080952380952,3,0,22.5833333333333,1179.13271933415,91.450266066312,-5.13630781825624
"Julius Nattinen","C",2015,59,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Oliver Kylington","D",2015,60,1,0,17.3666666666667,0,-2.5,0,0,-2.5,0,38,1.5,472.033333333333,56.3896848137536,1.40974212034384,772.910697230182,11.7142857142857,0.146428571428571,153.2375,73,7.2,1325.91666666667,2741.46486389685,180.103970528039,5.25617069177241
"Jeremy Bracco","RW",2015,61,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Robin Kovacs","RW",2015,62,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Kyle Capobianco","D",2015,63,0,-2.5,0,0,-2.5,0,1,-0.1,13.55,2,-0.1,32.15,10.5730659025788,0.35243553008596,156.089780324737,2.92857142857143,-0.146428571428571,42.3422619047619,45,1,720.166666666667,964.298708896166,61.5016373311502,-3.99399304134261
"Dennis Yan","LW",2015,64,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Andrew Nielsen","D",2015,65,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Guillaume Brisebois","D",2015,66,0,-2.5,0,0,-2.5,0,0,-2.5,0,8,-0.2,88.0666666666667,0,-2.93696275071633,0,1.46428571428571,0,16.8636904761905,1,-0.1,4.21666666666667,109.147023809524,10.4642857142857,-10.7369627507163
"Blake Speers","C",2015,67,0,-2.5,0,3,0,28.45,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,2,-0.1,18.3166666666667,46.7666666666667,5,-14.1976770364306
"Martins Dzierkals","LW",2015,68,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Keegan Kolesar","RW",2015,69,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,1.17478510028653,0,14.214899713467,64.4285714285714,1.025,615.04880952381,77,1.1,974.083333333333,1603.34704257061,142.603356528858,-7.875
"Felix Sandstrom","G",2015,70,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Jean-Christophe Beaudin","C",2015,71,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,25.8452722063037,-0.469914040114613,222.993791786055,0,-3.66071428571429,0,0,-2.5,0,222.993791786055,25.8452722063037,-16.6306283258289
"Anthony Cirelli","C",2015,72,0,-2.5,0,0,-2.5,0,18,1.6,238.166666666667,82,4.4,1217.45,79.8853868194843,5.5214899713467,1474.7664756447,73.2142857142857,2.63571428571429,1299.33392857143,76,3.9,1391.73333333333,5621.45040421613,329.09967253377,13.057204257061
"Vili Saarijarvi","D",2015,73,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Alexander Dergachyov","C",2015,74,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Daniel Vladar","G",2015,75,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Adin Hill","G",2015,76,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Sam Montembeault","G",2015,77,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Erik Foley","LW",2015,78,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Sergey Zborovskiy","D",2015,79,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Brent Gates","C",2015,80,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Brendan Warren","LW",2015,81,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Mitchell Vande Sompel","D",2015,82,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Jens Looke","RW",2015,83,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Deven Sideroff","RW",2015,84,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Thomas Novak","C",2015,85,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,27,0.1,318.433333333333,318.433333333333,27,-16.4976770364306
"Mike Robinson","G",2015,86,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Lukas Vejdemo","C",2015,87,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,8.22349570200573,0.117478510028653,65.9641833810888,0,-3.66071428571429,0,6,0,63.8166666666667,129.780850047756,14.2234957020057,-13.5432357756856
"Thomas Schemitsch","D",2015,88,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Aleksi Saarela","C",2015,89,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,10.5730659025788,0.587392550143267,129.500477554919,0,-3.66071428571429,0,0,-2.5,0,129.500477554919,10.5730659025788,-15.573321735571
"Matej Tomek","G",2015,90,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Dennis Gilbert","D",2015,91,0,-2.5,0,0,-2.5,0,0,-2.5,0,1,0,12.7666666666667,24.6704871060172,0,387.46370582617,4.39285714285714,0,29.5053571428571,0,-2.5,0,429.735729635694,30.0633442488743,-10
"William Borgen","D",2015,92,0,-2.5,0,0,-2.5,0,0,-2.5,0,4,-0.3,66.2,0,-2.93696275071633,0,14.6428571428571,-0.146428571428571,238.141666666667,36,1.6,550.2,854.541666666667,54.6428571428571,-9.2833913221449
"Callum Booth","G",2015,93,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Adam Musil","C",2015,94,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Jesper Lindgren","D",2015,95,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Nicolas Roy","C",2015,96,0,-2.5,0,0,-2.5,0,1,-0.1,10.7666666666667,6,-0.1,41.7,32.8939828080229,1.29226361031519,375.950811843362,73.2142857142857,2.05,953.054761904762,78,3.5,1267.65,2649.12224041479,191.108268522309,1.64226361031519
"Colton White","D",2015,97,0,-2.5,0,0,-2.5,0,0,-2.5,0,3,-0.1,42.6833333333333,7.0487106017192,-0.117478510028653,98.5840496657116,2.92857142857143,-0.146428571428571,41.7809523809524,27,0.9,357.833333333333,540.88166871333,39.9772820302906,-6.96390708145722
"Samuel Dove-McFalls","LW",2015,98,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Austin Wagner","LW",2015,99,0,-2.5,0,0,-2.5,0,0,-2.5,0,62,2.7,553.6,76.3610315186246,0.469914040114613,896.693887297039,64.4285714285714,0.146428571428571,676.54880952381,0,-2.5,0,2126.84269682085,202.789602947196,-6.68365738845682
"Anthony Richard","C",2015,100,0,-2.5,0,0,-2.5,0,0,-2.5,0,1,-0.1,7.36666666666667,1.17478510028653,0,4.89493791786055,0,-3.66071428571429,0,0,-2.5,0,12.2616045845272,2.17478510028653,-13.7607142857143
"Andrei Mironov","D",2015,101,0,-2.5,0,0,-2.5,0,10,0.7,110.466666666667,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,110.466666666667,10,-15.8976770364306
"Denis Malgin","C",2015,102,0,-2.5,0,47,0.8,528.2,51,2.3,706.5,50,0.9,644.466666666667,9.39828080229226,-0.35243553008596,97.2134670487106,0,-3.66071428571429,0,0,-2.5,0,1976.38013371538,157.398280802292,-5.01314981580025
"Chris Martenet","D",2015,103,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Mikhail Vorobyev","C",2015,104,0,-2.5,0,0,-2.5,0,0,-2.5,0,15,0.1,140,23.4957020057307,-0.117478510028653,245.060171919771,0,-3.66071428571429,0,0,-2.5,0,385.060171919771,38.4957020057307,-13.6781927957429
"Jesse Gabrielle","LW",2015,105,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Adam Helewka","LW",2015,106,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Christian Wolanin","D",2015,107,0,-2.5,0,0,-2.5,0,10,0.2,146.466666666667,30,2.3,519.766666666667,3.5243553008596,0.117478510028653,62.3223495702006,4.39285714285714,0.146428571428571,64.0869047619048,8,0.5,123.966666666667,916.609254332106,55.9172124437167,-1.73609291854278
"Michael Spacek","RW",2015,108,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Filip Ahl","LW",2015,109,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Joren Van Pottelberghe","G",2015,110,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Ales Stezka","G",2015,111,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Parker Wotherspoon","D",2015,112,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Brad Morrison","C",2015,113,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
"Dmitry Zhukenov","C",2015,114,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,0,-19.0976770364306
