"Name","Position","Year","Selection","GPYr1","PSYr1","TOIYr1","GPYr2","PSYr2","TOIYr2","GPYr3","PSYr3","TOIYr3","GPYr4","PSYr4","TOIYr4","GPYr5","PSYr5","TOIYr5","GPYr6","PSYr6","TOIYr6","GPYr7","PSYr7","TOIYr7","TOI_sum_min","GP_sum","PS_sum"
"Shayne Gostisbehere","D",2012,78,0,-2.5,0,0,-2.5,0,2,-0.2,25.1166666666667,64,8.9,1285.78333333333,76,5.2,1489.16666666667,78,9.8,1673.51666666667,78,4.2,1533.41666666667,6007.00000000001,298,22.9
"Chris Calnan","RW",2012,79,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Jake Paterson","G",2012,80,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Oskar Sundqvist","C",2012,81,0,-2.5,0,0,-2.5,0,0,-2.5,0,18,0.2,185.6,10,-0.4,91.7333333333333,42,-0.3,440.016666666667,74,2.9,1022.58333333333,1739.93333333333,144,-5.1
"Jarrod Maidens","C/LW",2012,82,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Matt Murray","G",2012,83,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Steven Hodges","C",2012,84,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Matthew Grzelcyk","D",2012,85,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,2,0,24.9666666666667,61,4.4,1021.18333333333,66,4,1262.65,2308.8,129,-1.6
"Colton Parayko","D",2012,86,0,-2.5,0,0,-2.5,0,0,-2.5,0,79,8.8,1531.56666666667,81,6.7,1716.96666666667,82,5.6,1854.38333333333,80,7.2,1822.68333333333,6925.6,322,20.8
"Frederik Andersen","G",2012,87,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"James Melindy","D",2012,88,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Brendan Leipsic","LW",2012,89,0,-2.5,0,0,-2.5,0,0,-2.5,0,6,0.3,85.4333333333333,0,-2.5,0,14,0.8,236.95,45,1.3,636.533333333333,958.916666666666,65,-7.6
"Ben Johnson","C/LW",2012,90,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Daniil Zharkov","LW",2012,91,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Matia Marcantuoni","C/RW",2012,92,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Erik Gustafsson","D",2012,93,0,-2.5,0,0,-2.5,0,0,-2.5,0,41,3.1,633.433333333333,0,-2.5,0,35,2.9,649.433333333333,79,7.7,1784.18333333333,3067.05,155,3.7
"Brady Vail","C",2012,94,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Josh Anderson","RW",2012,95,0,-2.5,0,0,-2.5,0,6,-0.1,80.7,12,0.3,128.383333333333,78,4,937.55,63,3.1,1136.38333333333,82,6.2,1395.93333333333,3678.94999999999,241,8.5
"Ben Thomson","LW",2012,96,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,3,-0.2,32.6666666666667,0,-2.5,0,0,-2.5,0,32.6666666666667,3,-15.2
"Kevin Roy","C",2012,97,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,25,0.9,341.216666666667,3,-0.1,39.1333333333333,380.35,28,-11.7
"Adam Gilmour","C",2012,98,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Erik Karlsson","C/LW",2012,99,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Thomas Di Pauli","C",2012,100,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Cedric Paquette","C",2012,101,0,-2.5,0,2,0.1,29.0833333333333,64,2,871.083333333333,56,0.7,713.4,58,0.2,668.366666666667,56,0.1,571.6,80,1.4,960.266666666667,3813.8,316,2
"Rhett Holland","D",2012,102,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Loic Leduc","D",2012,103,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Gemel Smith","C",2012,104,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,17,0.5,230.95,46,1.3,433.85,3,-0.2,29.9833333333333,694.783333333333,66,-8.4
"Brett Kulak","D",2012,105,0,-2.5,0,0,-2.5,0,1,0,19.5166666666667,8,-0.1,98.7666666666667,21,0.4,299.083333333333,71,1.9,921.983333333333,57,3.9,1017.05,2356.4,158,1.1
"Timothy Boyle","D",2012,106,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Austin Wuthrich","RW",2012,107,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Andrew O'Brien","D",2012,108,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Christophe Lalancette","RW",2012,109,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Andreas Athanasiou","C/LW",2012,110,0,-2.5,0,0,-2.5,0,0,-2.5,0,37,2.1,333.65,64,3.6,861.716666666667,71,2.7,1087.3,76,5.9,1290.06666666667,3572.73333333334,248,6.8
"Fredric Larsson","D",2012,111,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Zach Stepan","C",2012,112,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Sean Maguire","G",2012,113,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Alexander Delnov","LW",2012,114,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Trevor Carrick","D",2012,115,0,-2.5,0,0,-2.5,0,0,-2.5,0,2,0,33.3166666666667,0,-2.5,0,1,0,7.53333333333333,1,-0.1,11.4833333333333,52.3333333333333,4,-10.1
"Nicholas Walters","D",2012,116,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Taylor Leier","LW",2012,117,0,-2.5,0,0,-2.5,0,0,-2.5,0,6,-0.1,46.3333333333333,10,0.1,90.6,39,-0.4,409.033333333333,0,-2.5,0,545.966666666666,55,-10.4
"Mikko Vainonen","D",2012,118,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Calle Andersson","D",2012,119,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Jaccob Slavin","D",2012,120,0,-2.5,0,0,-2.5,0,0,-2.5,0,63,4.5,1322.18333333333,82,8.6,1921.93333333333,82,6.2,1852.2,82,6,1889.1,6985.41666666666,309,17.8
"Nikolai Prokhorkin","LW",2012,121,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Charles Hudon","LW",2012,122,0,-2.5,0,0,-2.5,0,0,-2.5,0,3,0.3,32.0833333333333,3,0.2,35.7833333333333,72,2.2,1010.08333333333,32,-0.2,373.533333333333,1451.48333333333,110,-5
"Joey Laleggia","D",2012,123,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Ryan Culkin","D",2012,124,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Doyle Somerby","D",2012,125,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Dominic Toninato","C",2012,126,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,37,-0.3,292.216666666667,2,0.2,13.4,305.616666666667,39,-12.6
"Brian Cooper","D",2012,127,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Daniel Gunnarsson","D",2012,128,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Brendan Woods","LW",2012,129,0,-2.5,0,0,-2.5,0,2,-0.1,12.0666666666667,5,-0.1,43.5333333333333,0,-2.5,0,0,-2.5,0,0,-2.5,0,55.6,7,-12.7
"Connor Hellebuyck","G",2012,130,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Seth Griffith","C",2012,131,0,-2.5,0,0,-2.5,0,30,1,403.3,4,-0.1,39.8666666666667,21,0.4,277.216666666667,21,0,221.883333333333,0,-2.5,0,942.266666666667,76,-6.2
"Michael Clarke","C",2012,132,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Logan Nelson","C",2012,133,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Branden Troock","RW",2012,134,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Graham Black","C",2012,135,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Robert Baillargeon","C",2012,136,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Connor Carrick","D",2012,137,0,-2.5,0,34,0.5,543.066666666667,0,-2.5,0,16,0.7,264.783333333333,67,2.3,1094.51666666667,47,2.5,711.333333333333,20,0.9,391.75,3005.45,184,1.9
"Daniel O'Regan","C",2012,138,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,3,0.1,34.65,2,0,19.7833333333333,1,0,11.9333333333333,66.3666666666666,6,-9.9
"Garret Ross","LW",2012,139,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Michael McKee","D",2012,140,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Reece Willcox","D",2012,141,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Thomas Spelling","RW",2012,142,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Clark Seymour","D",2012,143,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Henri Kiviaho","G",2012,144,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Cody Payne","RW",2012,145,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Francois Tremblay","G",2012,146,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Ben Hutton","D",2012,147,0,-2.5,0,0,-2.5,0,0,-2.5,0,75,3,1490.5,71,2.9,1455.28333333333,61,1.1,1123.28333333333,69,2.7,1542.55,5611.61666666666,276,2.2
"Niklas Tikkinen","D",2012,148,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Travis Brown","D",2012,149,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Alexander Kerfoot","C",2012,150,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,79,4.5,1061.9,78,3.4,1160.83333333333,2222.73333333333,157,-4.6
"Colin Miller","D",2012,151,0,-2.5,0,0,-2.5,0,0,-2.5,0,42,2.5,663.383333333333,61,3.3,964.766666666667,82,6.1,1586.18333333333,65,4.5,1276.98333333333,4491.31666666666,250,8.9
"Daniel Zaar","RW",2012,152,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"John McCarron","RW",2012,153,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Erik Nystrom","LW",2012,154,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Jesse Graham","D",2012,155,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Connor Brown","RW",2012,156,0,-2.5,0,0,-2.5,0,0,-2.5,0,7,0.5,104.8,82,4,1328.88333333333,82,2.1,1231.1,82,2,1130.95,3795.73333333333,253,1.1
"Ryan Rupert","C",2012,157,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Christoph Bertschy","C",2012,158,0,-2.5,0,0,-2.5,0,0,-2.5,0,3,0,20.8333333333333,5,0,40.6666666666667,1,0,5.38333333333333,0,-2.5,0,66.8833333333333,9,-10
"Collin Olson","G",2012,159,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Ryan Olsen","C",2012,160,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Jake Dotchin","D",2012,161,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,35,2.7,645.016666666667,48,2.9,791.266666666667,20,0.1,236.183333333333,1672.46666666667,103,-4.3
"Joseph Blandisi","C/RW",2012,162,0,-2.5,0,0,-2.5,0,0,-2.5,0,41,1.1,639.7,27,0.4,360.716666666667,3,0,35.0333333333333,6,-0.1,35.05,1070.5,77,-6.1
"Linus Ullmark","G",2012,163,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Simon Fernholm","D",2012,164,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Coda Gordon","LW",2012,165,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Francois Brassard","G",2012,166,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Riley Barber","RW",2012,167,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,3,0,25.7333333333333,0,-2.5,0,0,-2.5,0,25.7333333333333,3,-15
"Clifford Watson","D",2012,168,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Vincent Hinostroza","C",2012,169,0,-2.5,0,0,-2.5,0,0,-2.5,0,7,-0.1,60.8333333333333,49,1.1,586.933333333333,50,2.4,690.983333333333,72,4.2,1099.26666666667,2438.01666666667,178,0.100000000000001
"James De Haas","D",2012,170,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Tomas Hyka","RW",2012,171,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,10,0.3,120.533333333333,17,0.1,200.016666666667,320.55,27,-12.1
"Max Gortz","RW",2012,172,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Anton Zlobin","RW",2012,173,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Francis Beauvillier","C/LW",2012,174,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Matthew Benning","D",2012,175,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,62,3.5,1029.85,73,4.1,1261.6,70,4,1046.16666666667,3337.61666666667,205,1.6
"Petteri Lindbohm","D",2012,176,0,-2.5,0,0,-2.5,0,23,0.8,358.133333333333,10,-0.2,137.883333333333,7,-0.2,90.8833333333333,0,-2.5,0,0,-2.5,0,586.899999999999,40,-9.6
"Wesley Myron","LW",2012,177,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Hunter Fejes","LW",2012,178,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Marek Mazanec","G",2012,179,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Artur Gavrus","C/LW",2012,180,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Paul Ladue","D",2012,181,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,22,1,338.916666666667,12,1.3,167.65,33,1.3,436.3,942.866666666667,67,-6.4
"Gianluca Curcuruto","D",2012,182,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Dmitry Sinitsyn","D",2012,183,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Marek Langhamer","G",2012,184,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Jake Bischoff","D",2012,185,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Matthew Deblouw","C",2012,186,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Kenton Helgesen","D",2012,187,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Louis Nanne","LW",2012,188,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Brendan Collier","LW",2012,189,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Jamie Phillips","G",2012,190,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Brandon Whitney","G",2012,191,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Colin Smith","C",2012,192,0,-2.5,0,0,-2.5,0,1,0,6.1,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,6.1,1,-15
"Brady Austin","D",2012,193,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,5,0.1,80.45,0,-2.5,0,0,-2.5,0,80.45,5,-14.9
"Jonatan Nielsen","D",2012,194,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Christian Djoos","D",2012,195,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,63,3.3,884.166666666667,45,2,610.716666666667,1494.88333333333,108,-7.2
"Mikael Wikstrand","D",2012,196,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Jaynen Rissling","D",2012,197,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Joakim Ryan","D",2012,198,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,62,3.7,1038.58333333333,44,0.9,562.066666666667,1600.65,106,-7.9
"Matt Tomkins","G",2012,199,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Rasmus Bodin","LW",2012,200,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Valeri Vasiliev","D",2012,201,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Nikita Gusev","LW",2012,202,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Sergey Kostenko","G",2012,203,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Judd Peterson","C/RW",2012,204,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Colton Hargrove","LW",2012,205,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Tyrel Seaman","C",2012,206,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Matthew Beattie","LW",2012,207,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Justin Hache","D",2012,208,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Viktor Loov","D",2012,209,0,-2.5,0,0,-2.5,0,0,-2.5,0,4,0.6,41.8333333333333,0,-2.5,0,0,-2.5,0,0,-2.5,0,41.8333333333333,4,-14.4
"Jaycob Megna","D",2012,210,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,1,0.1,15.3333333333333,14,0,219.983333333333,28,1,406.9,642.216666666666,43,-8.9
"Nick Ebert","D",2012,211,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-17.5
"Nathan MacKinnon","C",2013,1,82,7.7,1422.21666666667,64,3.7,1091.06666666667,72,5.7,1358.35,82,4.8,1635.4,74,12.2,1472.98333333333,82,11.8,1811.5,81.0601719197708,12.6876790830946,1720.29656160458,10511.8132282713,537.060171919771,58.5876790830946
"Aleksander Barkov","C",2013,2,54,1.9,923.216666666667,71,3.6,1242.41666666667,66,8.4,1282.38333333333,61,6.9,1183.5,79,8,1743.53333333333,82,10,1833.01666666667,77.5358166189112,6.93123209169055,1551.89111747851,9759.95778414518,490.535816618911,45.7312320916905
"Jonathan Drouin","LW",2013,3,0,-2.5,0,70,2.4,926.55,21,1.2,303.3,73,5.5,1292.58333333333,77,3.1,1355.15,81,4.4,1371.43333333333,31.7191977077364,1.64469914040115,498.030563514804,5747.04723018146,353.719197707736,15.7446991404011
"Seth Jones","D",2013,4,77,3,1510.76666666667,82,5.4,1630.4,41,2.5,1002.5,75,7.8,1755.25,78,9.9,1918.95,75,7.5,1936.7,65.7879656160459,7.63610315186247,1663.12368672397,11417.6903533906,493.787965616046,43.7361031518625
"Elias Lindholm","C",2013,5,58,1.5,842.5,81,3.6,1330.3,82,2.6,1485.13333333333,72,4.1,1309.05,81,3.6,1449.31666666667,81,8.4,1623.11666666667,82.2349570200573,7.16618911174785,1621.79083094556,9661.20749761223,537.234957020057,30.9661891117478
"Sean Monahan","C",2013,6,75,3.6,1198.35,81,7.9,1589.33333333333,81,6.9,1552.16666666667,82,6.9,1441.3,74,7.7,1382.46666666667,78,8.9,1486.26666666667,82.2349570200573,5.40401146131805,1488.58978032474,10138.4731136581,553.234957020057,47.304011461318
"Darnell Nurse","D",2013,7,0,-2.5,0,2,-0.1,33.9833333333333,69,1.9,1395.91666666667,44,2.4,748.783333333333,82,5.8,1824.48333333333,82,6.6,1953.26666666667,83.4097421203439,6.46131805157593,1956.33046800382,7912.76380133716,362.409742120344,20.5613180515759
"Rasmus Ristolainen","D",2013,8,34,0.5,649.966666666667,78,2.6,1607.86666666667,82,6.7,2073.01666666667,79,7.6,2090.96666666667,73,5.7,1934.45,78,4.3,1922.03333333333,81.0601719197708,6.34383954154728,1848.11318051576,12126.4131805158,505.060171919771,33.7438395415473
