"DraftYr","DraftOv","Year1GAR","Year2GAR","Year3GAR","Year4GAR","Year5GAR","Year6GAR","Year7GAR","Year8GAR","Year9GAR","Year10GAR","Year11GAR","Year12GAR","Year13GAR","Year14GAR","Year15GAR","Year16GAR","GARsum","GARsum1_6","GARsum1_7"
2009,41,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,42,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,43,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,44,-22.5,-22.5,-22.5,3,-1,0.1,-22.5,-0.4,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-65.4,-65.4,-87.9
2009,45,-22.5,0.7,-22.5,-22.5,5.4,0.7,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-60.7,-60.7,-83.2
2009,46,-22.5,-4.2,4.9,9,7.6,-4.9,3.9,2.3,3.6,27.4,16.6819484240688,16.4,19.3,-22.5,-22.5,-22.5,-10.1,-10.1,-6.2
2009,47,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,48,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,49,-22.5,-22.5,2.1,0.4,-22.5,-1.4,-0.8,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-66.4,-66.4,-67.2
2009,50,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,51,-22.5,-22.5,-22.5,-22.5,0.9,1,9.9,0.3,3.6,8,10.6905444126074,5.56428571428571,6.9,2.1,6.1,0.5,-88.1,-88.1,-78.2
2009,52,-22.5,-22.5,-22.5,2.9,-1.4,3.9,2.4,9.4,4.9,6.8,6.10888252148997,0.439285714285714,-0.8,-22.5,-22.5,-22.5,-62.1,-62.1,-59.7
2009,53,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,54,-22.5,-22.5,-22.5,-22.5,6.6,0.1,1.9,1.2,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-83.3,-83.3,-81.4
2009,55,-22.5,-22.5,1.9,2.9,7.4,-22.5,9.6,13.4,8.7,4,4.93409742120344,5.125,9.8,-1.7,10.4,0.7,-55.3,-55.3,-45.7
2009,56,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,57,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,58,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,59,-22.5,-22.5,0.3,-22.5,4.5,3.7,-3.5,-0.5,-22.5,5.8,-3.5243553008596,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-59,-59,-62.5
2009,60,-22.5,0.8,-22.5,3.2,13.2,11.4,11.1,4.4,3.9,10.7,10.1031518624642,11.4214285714286,-3.5,14.1,2.5,2.1,-16.4,-16.4,-5.3
2009,61,-22.5,-22.5,-22.5,-22.5,-2.1,-0.6,-0.3,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-92.7,-92.7,-93
2009,62,-22.5,-22.5,0.6,-22.5,2.3,-22.5,-0.8,18.5,-5.3,6.5,-0.587392550143267,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-87.1,-87.1,-87.9
2009,63,-22.5,-22.5,-22.5,-1.1,0.3,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-90.8,-90.8,-113.3
2009,64,-22.5,-22.5,-0.1,-3.2,14.3,22.6,9.4,3.3,5.9,4.5,1.40974212034384,12.5928571428571,10.5,-1.4,-2.4,-2.1,-11.4,-11.4,-2
2009,65,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,66,-22.5,-22.5,3.1,-22.5,1.5,7.1,-1.6,0.3,8.3,-0.4,-2.93696275071633,0.585714285714286,3.7,6.9,3.1,11.5,-55.8,-55.8,-57.4
2009,67,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,68,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,69,-22.5,-22.5,-22.5,-1.3,17.6,10.2,13.1,8.3,9.4,12.4,11.1604584527221,-3.80714285714286,6.4,7.9,7.9,8,-41,-41,-27.9
2009,70,-22.5,-22.5,-22.5,2.1,-1.7,3.8,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-63.3,-63.3,-85.8
2009,71,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,72,-22.5,-22.5,-22.5,-22.5,1.1,1,1.9,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-87.9,-87.9,-86
2009,73,-22.5,-0.2,1.2,-22.5,-1.6,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-68.1,-68.1,-90.6
2009,74,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,75,-22.5,-22.5,-22.5,-22.5,-22.5,5.5,6.8,0.4,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-107,-107,-100.2
2009,76,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,77,-22.5,-22.5,3.5,0.2,0.9,-3.8,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-44.2,-44.2,-66.7
2009,78,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,79,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,80,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,81,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,82,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,83,-22.5,-22.5,-22.5,-22.5,-2.7,1.3,0.9,0.3,3.1,-2,-0.822349570200573,2.48928571428571,1.3,-22.5,-22.5,-22.5,-91.4,-91.4,-90.5
2009,84,-22.5,-22.5,-22.5,-22.5,-4.3,-2.4,-1.7,-3.3,2,-4.3,2.23209169054441,-3.95357142857143,-7.8,-3,-6.4,-0.4,-96.7,-96.7,-98.4
2009,85,-22.5,-22.5,2.2,-0.3,-0.9,3.3,-6.2,-6.3,-4.9,6.7,-0.587392550143267,-4.24642857142857,-1.9,-22.5,-22.5,-22.5,-40.7,-40.7,-46.9
2009,86,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,87,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,88,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,89,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,90,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,91,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,92,-22.5,-22.5,2.7,4,-7.4,0.1,2.4,1.2,0.6,8.5,5.5214899713467,2.48928571428571,-0.4,-6.2,1,1.9,-45.6,-45.6,-43.2
2009,93,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,94,-22.5,-22.5,1.4,-0.4,7.8,4.6,8.7,13,2,14.4,7.87106017191977,-9.66428571428571,-6.3,-10.4,0.7,-8.1,-31.6,-31.6,-22.9
2009,95,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,1.5,-8.4,-1.4,-22.5,-26.432664756447,-32.9464285714286,-2.4,-22.5,-22.5,-22.5,-135,-135,-133.5
2009,96,-22.5,-22.5,-22.5,-22.5,-0.3,-2.1,-3,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-92.4,-92.4,-95.4
2009,97,-22.5,-22.5,-22.5,-22.5,-0.9,-3.6,-22.5,-22.5,-0.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-94.5,-94.5,-117
2009,98,-22.5,-22.5,2.7,-0.1,14,8.6,7.4,4.3,14,10,14.567335243553,10.5428571428571,8,-1.3,1.4,0.4,-19.8,-19.8,-12.4
2009,99,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,100,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,1.5,2.2,3.8,-1.8,-26.432664756447,-32.9464285714286,-0.5,-7.1,-22.5,-22.5,-135,-135,-133.5
2009,101,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,102,-22.5,-22.5,-22.5,-22.5,8.4,11.5,14.4,3.5,16,10.8,6.57879656160458,11.7142857142857,10.8,15,17.1,9.1,-70.1,-70.1,-55.7
2009,103,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,104,-22.5,-22.5,7.7,4.7,-1.2,4.6,10,8.8,8.8,10.7,9.51575931232092,15.9607142857143,7.1,1.6,2.1,15.3,-29.2,-29.2,-19.2
2009,105,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,106,-22.5,-22.5,-22.5,1.1,8.7,11.7,11.6,2.3,1.8,1.1,1.87965616045845,4.1,-22.5,-22.5,-22.5,-22.5,-46,-46,-34.4
2009,107,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-2.4,-22.5,-22.5,1.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-137.4
2009,108,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,109,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,110,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,111,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,112,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,113,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,114,-22.5,-22.5,-22.5,-22.5,-22.5,1.6,-4.6,1,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-110.9,-110.9,-115.5
2009,115,-22.5,-22.5,-22.5,-22.5,-0.6,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-113.1,-113.1,-135.6
2009,116,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,117,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-3.3,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,118,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,119,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,2.7,-0.8,1.8,-22.5,-26.432664756447,-32.9464285714286,-22.5,0.6,0.3,-22.5,-135,-135,-132.3
2009,120,-22.5,-22.5,-22.5,-22.5,-22.5,3.7,-1.1,1.9,2.3,2.2,-1.05730659025788,-4.39285714285714,-12.7,-2.6,4.4,-6.8,-108.8,-108.8,-109.9
2009,121,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,122,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,123,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,124,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,125,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,126,-22.5,-22.5,5.4,-0.1,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-84.7,-84.7,-107.2
2009,127,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,128,-22.5,-2.2,0.7,0.4,-22.5,-0.2,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-46.3,-46.3,-68.8
2009,129,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,130,-22.5,-22.5,-22.5,-22.5,-0.2,13.6,14.4,13.6,4.2,4,-0.35243553008596,9.66428571428571,-4.3,1.2,-1.6,-22.5,-76.6,-76.6,-62.2
2009,131,-22.5,-22.5,4.3,7.6,7.8,0,2.8,-0.4,-3,-0.7,-2.70200573065903,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-25.3,-25.3,-22.5
2009,132,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,133,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,134,-22.5,-22.5,-22.5,-22.5,0.2,-22.5,2.5,-22.5,-22.5,-2.7,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-112.3,-112.3,-109.8
2009,135,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
2009,136,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756447,-32.9464285714286,-22.5,-22.5,-22.5,-22.5,-135,-135,-157.5
