overall,expected_draft_value,value_ceiling_95pct,value_floor_5pct,raw_model_output,raw_floor_5pct,raw_ceiling_95pct
126,14.693912126137539,15.649731837928348,13.768736887255868,10.057374711648968,9.424130550972325,10.711593745745464
127,14.61754279187397,15.5751111248471,13.693392197937214,10.005103063052294,9.372560229433343,10.660518955977695
128,14.542091433591969,15.49904168894971,13.61740673226813,9.95345973102262,9.320551323002377,10.60845257540074
129,14.46754163654804,15.425633150771935,13.546359031566228,9.902433480347385,9.27192211233158,10.55820746918597
130,14.393876985998716,15.350073736544655,13.466160108096085,9.852013075814044,9.21702926841867,10.506490177333879
131,14.321081067200524,15.276592174150753,13.39048314538474,9.802187282210047,9.16523151949423,10.456195089065432
132,14.249137465409971,15.200896281261441,13.318475004174394,9.752944864322835,9.115944927045268,10.404384383217636
133,14.17802976588358,15.130659046281304,13.246013270894636,9.704274586939853,9.066347869597664,10.356309902790548
134,14.107741553877869,15.059877748132704,13.176271717113142,9.656165214848551,9.018612662436228,10.307863033641851
135,14.038256414649364,14.992258878760257,13.102961625740562,9.608605512836377,8.968434938985185,10.261580716106616
136,13.969557933454585,14.922743123570516,13.034241742359363,9.561584245690778,8.921399022928757,10.214000058736083
137,13.901629695550044,14.856300353182979,12.960008331034114,9.515090178199197,8.870589325183666,10.16852273228067
138,13.834455286192274,14.787921202613543,12.894904890519253,9.469112075149088,8.826028714595093,10.121720033731943
139,13.768018290637789,14.721828448605143,12.826108913302525,9.423638701327896,8.77894071545755,10.07648227900188
140,13.702302294143104,14.654220531361192,12.759483371959655,9.37865882152306,8.733338289847575,10.030207457745323
141,13.637290881964748,14.590475490693164,12.692862850562475,9.33416120052204,8.687739300182663,9.986576615631652
142,13.572967639359238,14.527876147617864,12.623270489007664,9.290134603112275,8.640106208925756,9.94372995610308
143,13.509316151583093,14.46567142817529,12.556381615197306,9.246567794081214,8.594323543140357,9.901153400118774
144,13.446320003892835,14.4061775373901,12.488661779079191,9.203449538216303,8.547972118046435,9.86043229415706
145,13.38396278154498,14.347918829802254,12.426917790950828,9.160768600304989,8.505710913578364,9.820556619973253
146,13.322228069796054,14.29028111874907,12.361032610273774,9.11851374513472,8.460615234202745,9.781105992216164
147,13.261099453902576,14.231983468072219,12.301399023957124,9.076673737492944,8.419798512431342,9.741203663099675
148,13.20056051912106,14.17755426369746,12.238955822054601,9.035237342167106,8.377058725073303,9.70394912537312
149,13.140594850708036,14.11988337049794,12.17994021328617,8.994193323944655,8.336664983357343,9.664475785810177
150,13.081186033920016,14.06218164500185,12.121213264708718,8.953530447613035,8.296468817595297,9.624981342816294
151,13.022318685957043,14.006962573611522,12.057601198578539,8.913238184282324,8.25292899104935,9.587186173807902
152,12.96398155179321,13.955306699978985,11.995571376422726,8.873308830353105,8.210472145019338,9.551829866194229
153,12.906164408346127,13.898985795109704,11.936314175911557,8.833735388548583,8.169913043754262,9.513280537771207
154,12.848857032533406,13.841812131207892,11.87732768713248,8.794510861591966,8.129539233465824,9.474147531083657
155,12.792049201272661,13.783662413636094,11.8129304988687,8.755628252206469,8.085462023313372,9.434346456055053
156,12.735730691481502,13.730243674406776,11.754656420982887,8.717080563115296,8.045575828796737,9.39778353990031
