DraftYr,DraftOv,Year1GAR,Year2GAR,Year3GAR,Year4GAR,Year5GAR,Year6GAR,Year7GAR,Year8GAR,Year9GAR,Year10GAR,Year11GAR,Year12GAR,Year13GAR,Year14GAR,Year15GAR,Year16GAR,GARsum,GARsum1_6
2009,67,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,68,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,69,-22.5,-22.5,-22.5,-1.3,17.6,10.2,13.1,8.3,9.4,12.4,11.160458452722064,-3.807142857142857,6.4,7.9,7.9,8,-41,-41
2009,70,-22.5,-22.5,-22.5,2.1,-1.7,3.8,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-63.30000000000001,-63.30000000000001
2009,71,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,72,-22.5,-22.5,-22.5,-22.5,1.1,1,1.9,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-87.9,-87.9
2009,73,-22.5,-0.2,1.2,-22.5,-1.6,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-68.1,-68.1
2009,74,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,75,-22.5,-22.5,-22.5,-22.5,-22.5,5.5,6.8,0.4,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-107,-107
2009,76,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,77,-22.5,-22.5,3.5,0.2,0.9,-3.8,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-44.2,-44.199999999999996
2009,78,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,79,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,80,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,81,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,82,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,83,-22.5,-22.5,-22.5,-22.5,-2.7,1.3,0.9,0.3,3.1,-2,-0.8223495702005731,2.489285714285714,1.3,-22.5,-22.5,-22.5,-91.4,-91.4
2009,84,-22.5,-22.5,-22.5,-22.5,-4.3,-2.4,-1.7,-3.3,2,-4.3,2.232091690544413,-3.9535714285714287,-7.8,-3,-6.4,-0.4,-96.7,-96.7
2009,85,-22.5,-22.5,2.2,-0.3,-0.9,3.3,-6.2,-6.3,-4.9,6.7,-0.5873925501432665,-4.246428571428571,-1.9,-22.5,-22.5,-22.5,-40.7,-40.699999999999996
2009,86,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,87,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,88,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,89,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,90,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,91,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,92,-22.5,-22.5,2.7,4,-7.4,0.1,2.4,1.2,0.6,8.5,5.521489971346705,2.489285714285714,-0.4,-6.2,1,1.9,-45.599999999999994,-45.599999999999994
2009,93,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,94,-22.5,-22.5,1.4,-0.4,7.8,4.6,8.7,13,2,14.4,7.871060171919772,-9.664285714285713,-6.3,-10.4,0.7,-8.1,-31.6,-31.6
2009,95,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,1.5,-8.4,-1.4,-22.5,-26.432664756446993,-32.94642857142857,-2.4,-22.5,-22.5,-22.5,-135,-135
2009,96,-22.5,-22.5,-22.5,-22.5,-0.3,-2.1,-3,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-92.4,-92.39999999999999
2009,97,-22.5,-22.5,-22.5,-22.5,-0.9,-3.6,-22.5,-22.5,-0.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-94.5,-94.5
2009,98,-22.5,-22.5,2.7,-0.1,14,8.6,7.4,4.3,14,10,14.56733524355301,10.542857142857143,8,-1.3,1.4,0.4,-19.799999999999997,-19.799999999999997
2009,99,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,100,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,1.5,2.2,3.8,-1.8,-26.432664756446993,-32.94642857142857,-0.5,-7.1,-22.5,-22.5,-135,-135
2009,101,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,102,-22.5,-22.5,-22.5,-22.5,8.4,11.5,14.4,3.5,16,10.8,6.578796561604585,11.714285714285714,10.8,15,17.1,9.1,-70.1,-70.1
2009,103,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,104,-22.5,-22.5,7.7,4.7,-1.2,4.6,10,8.8,8.8,10.7,9.515759312320917,15.960714285714285,7.1,1.6,2.1,15.3,-29.199999999999996,-29.199999999999996
2009,105,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
