overall,expected_draft_value,value_floor_5pct,value_ceiling_95pct,raw_model_output,raw_floor_5pct,raw_ceiling_95pct
1,100.0,92.65357715996136,107.9055882857825,86.79685850088242,80.42039426353757,93.6586607789554
2,92.22564279077258,87.28946772423997,97.1734427218194,80.04896067463615,75.764515786782,84.34349557969361
3,86.08675062168774,81.29522772451087,90.78521233209672,74.72059512511383,70.56170377601383,78.79871228761566
4,81.18346454270916,76.93960052464135,85.36930645437252,70.46469684524932,66.78115619851714,74.0978761263864
5,77.11592560380059,73.50090783464297,80.60871398351443,66.93420082797655,63.796478970099066,69.96583141565205
6,73.54287414431624,70.25938710612175,76.76343489165667,63.832904408524215,60.98294081008772,66.62824996332824
7,70.35744766117224,67.15955809566981,73.58330340284421,61.06805429130008,58.292386610116445,63.867995734841685
8,67.51138294067523,64.2570718884764,70.78366714008072,58.597759523006765,55.77311976385116,61.43799940931148
9,64.95641676913185,61.73318343684157,68.18237940740322,56.38012915034683,53.58246387576556,59.180163376778566
10,62.644285932848696,59.5190612735438,65.72638181903022,54.373272220022876,51.660675394651314,57.048434625213375
11,60.52672721813242,57.58975729673091,63.39595757007309,52.53529777873749,49.98610015184514,55.0256995873758
12,58.555477411289644,55.805647490108754,61.23406149023093,50.824314873193245,48.43754888749094,53.149241706019076
13,56.682273298626995,54.069939141871444,59.211113279234425,49.198432550092726,46.93100856848339,51.393386209774306
14,54.858851666451116,52.37182651864403,57.28598360501012,47.61575985613856,45.457100157715075,49.722434130479336
15,53.036949301068624,50.576245864256016,55.44591664574932,46.03440583803328,43.898592557856695,48.12531381552825
16,51.17817183112404,48.6781434266804,53.63433067728635,44.4210453875992,42.251099270912384,46.55291410585961
17,49.28360025461345,46.77147909026884,51.79157632387802,42.776616777137356,40.59617452475045,44.953461217212926
18,47.3641844118708,44.80661138748682,49.88469337297062,41.11062412406851,38.8907310850372,43.29834672053637
19,45.43087414323009,42.858050557185145,47.984608491327926,39.4325715458134,37.19944149835664,41.64913273442031
20,43.49461928902527,40.948451649960376,46.021385461783694,37.75196315979278,35.54196963691836,39.94511681941007
21,41.566369689590324,39.089488223809774,44.04290871824904,36.07830308342739,33.92844778233927,38.22786115985143
22,39.65707518525922,37.272486285145746,42.03763047491426,34.421095434137996,32.351347180678765,36.48734264043516
23,37.77768561636592,35.5032302910212,40.03566629728349,32.78984432934534,30.815688558940096,34.74970062593862
24,35.93915082324439,33.789361081198976,38.055714234435115,31.194053886470158,29.328103926000512,33.031164435562815
25,34.15242064622862,32.13645503261043,36.13466833319232,29.643228222933207,27.89343340185458,31.36375694292411
26,32.42844492565256,30.55856582517833,34.29137032543721,28.14687145615524,26.52387513917905,29.763832179383314
