overall,raw_model_output,scaled_curve,shift_value,epsilon_added,raw_sum,adjusted_sum,metric
72,11.482521224121534,3.876368770672187,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
73,11.38165031418667,3.8423158969601503,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
74,11.281424427009387,3.808480775606246,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
75,11.18185913852699,3.7748686648700294,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
76,11.082970024676795,3.741484823011059,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
77,10.984772661396113,3.7083345082888926,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
78,10.887282624622244,3.6754229789630832,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
79,10.790515490292504,3.642755493293189,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
80,10.694486834344204,3.6103373095387674,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
81,10.59921223271465,3.5781736859593747,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
82,10.504707261341157,3.546269880814568,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
83,10.410987496161026,3.514631152363902,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
84,10.318068513111577,3.4832627588669363,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
85,10.225965888130109,3.4521699585832244,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
86,10.134695197153942,3.421358009772326,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
87,10.044272016120376,3.3908321706937947,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
88,9.954711920966728,3.3605976996071902,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
89,9.866030487630312,3.3306598547720694,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
90,9.778243292048424,3.3010238944479853,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
91,9.691365910158384,3.2716950768944972,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
92,9.605413917897495,3.24267866037116,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
93,9.520402891203071,3.2139799031375325,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
94,9.436348406012424,3.185604063453171,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
95,9.353266038262856,3.1575563995776292,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
96,9.271171363891684,3.129842169770468,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
97,9.190079958836211,3.1024666322912404,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
98,9.110007399033757,3.075435045399507,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
99,9.030969260421625,3.048752667354822,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
100,8.952981118937121,3.0224247564167412,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
101,8.876053294478236,2.9964547964656343,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
102,8.800175082785671,2.9708391738651185,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
103,8.725330523560789,2.945572500599617,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
104,8.651503656504975,2.920649388653563,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
105,8.578678521319592,2.8960644500113797,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
106,8.506839157706022,2.871812296657497,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
107,8.435969605365633,2.8478875405763415,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
108,8.366053903999797,2.8242847937523394,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
109,8.297076093309895,2.8009986681699215,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
110,8.229020212997293,2.7780237758135127,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
111,8.16187030276337,2.755354728667542,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
112,8.095610402309498,2.7329861387164365,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
113,8.03022455133705,2.710912617944624,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
114,7.965696789547398,2.6891287783365314,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
115,7.902011156641918,2.6676292318765875,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
116,7.839151692321979,2.6464085905492176,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
117,7.777102436288962,2.6254614663388525,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
118,7.715847428244233,2.6047824712299166,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
119,7.655370707889169,2.5843662172068393,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
120,7.595656314925145,2.5642073162540475,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
121,7.536688289053531,2.544300380355969,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
122,7.478450669975706,2.524640021497033,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
123,7.420927497393035,2.505220851661663,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
124,7.364102811006898,2.48603748283429,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
125,7.30796065051867,2.4670845269993413,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
126,7.252485055629718,2.448356596141243,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
127,7.1976600660414185,2.4298483022444235,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
128,7.143469721455149,2.411554257293311,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
129,7.089898061572274,2.393469073272331,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
130,7.036929126094176,2.375587362165913,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
131,6.984546954722224,2.3579037359584842,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
132,6.932735587157793,2.3404128066344723,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
133,6.8814790631022555,2.3231091861783044,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
134,6.830761422256984,2.305987486574408,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
135,6.7805667043233555,2.2890423198072107,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
136,6.730878949002739,2.27226829786114,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
137,6.681682195996512,2.255660032720624,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
138,6.632960485006046,2.23921213637009,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
139,6.584697855732715,2.222919220793966,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
140,6.536878347877892,2.206775897976678,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
141,6.489486001142951,2.1907767799026554,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
142,6.442504855229265,2.1749164785563244,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
143,6.395918949838209,2.159189605922114,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
144,6.349712324671154,2.143590773984451,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
145,6.3038690194294755,2.1281145947277618,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
146,6.258373073814547,2.1127556801364764,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
147,6.21320852752774,2.0975086421950198,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
148,6.16835942027043,2.082368092887821,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
149,6.12380979174399,2.0673286441993084,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
150,6.079543681649793,2.0523849081139076,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
151,6.035546536788301,2.0375319716367213,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
152,5.991809432356323,2.02276682185554,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
153,5.948324850649756,2.0080869208788292,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
154,5.905085273964494,1.993489730815054,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
155,5.862083184596439,1.978972713772681,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
156,5.819311064841483,1.9645333318601734,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
157,5.776761396995528,1.950169047185999,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
158,5.734426663354465,1.9358773218586203,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
159,5.692299346214195,1.921655617986504,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
160,5.650371927870613,1.9075013976781148,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
161,5.608636890619619,1.8934121230419192,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
162,5.567086716757103,1.8793852561863802,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
163,5.525713888578968,1.8654182592199644,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
164,5.48451088838111,1.8515085942511373,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
165,5.4434701984594245,1.8376537233883636,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
166,5.402584301109809,1.8238511087401088,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
167,5.361845678628159,1.810098212414837,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
168,5.321246813310374,1.7963924965210154,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
