Selection,Response,Method,fitted_raw,fitted_adjusted,scaled_value,shift_applied,shift_value
218,TOI_sum_min,Loess,151.25576178389136,151.25576178389136,0.5961553554321285,FALSE,0
219,TOI_sum_min,Loess,142.2272440631905,142.2272440631905,0.560570600660936,FALSE,0
220,TOI_sum_min,Loess,132.5076972670558,132.5076972670558,0.5222622426417045,FALSE,0
221,TOI_sum_min,Loess,122.17140659346408,122.17140659346408,0.4815230670381401,FALSE,0
222,TOI_sum_min,Loess,111.28395115112248,111.28395115112248,0.4386115455699254,FALSE,0
223,TOI_sum_min,Loess,99.9031339040953,99.9031339040953,0.3937555012712403,FALSE,0
224,TOI_sum_min,Loess,88.07987712525583,88.07987712525583,0.34715563780670006,FALSE,0
1,TOI_sum_min,B-spline,77.37087670071905,77.37087670071905,34.09051102590267,FALSE,0
2,TOI_sum_min,B-spline,69.27376072755295,69.27376072755295,30.522827252213883,FALSE,0
3,TOI_sum_min,B-spline,63.47657940063945,63.47657940063945,27.968521518949974,FALSE,0
4,TOI_sum_min,B-spline,59.29991145264838,59.29991145264838,26.12823288834175,FALSE,0
5,TOI_sum_min,B-spline,56.06433561624964,56.06433561624964,24.702600422620055,FALSE,0
6,TOI_sum_min,B-spline,53.19971609559677,53.19971609559677,23.44041563787759,FALSE,0
7,TOI_sum_min,B-spline,50.57305898077784,50.57305898077784,22.283079865654546,FALSE,0
8,TOI_sum_min,B-spline,48.16065583336465,48.16065583336465,21.220146891353025,FALSE,0
9,TOI_sum_min,B-spline,45.93879821492892,45.93879821492892,20.241170500375087,FALSE,0
10,TOI_sum_min,B-spline,43.88377768704244,43.88377768704244,19.33570447812282,FALSE,0
11,TOI_sum_min,B-spline,41.97188581127698,41.97188581127698,18.49330260999832,FALSE,0
12,TOI_sum_min,B-spline,40.179414149204256,40.179414149204256,17.703518681403644,FALSE,0
13,TOI_sum_min,B-spline,38.48265426239605,38.48265426239605,16.955906477740882,FALSE,0
14,TOI_sum_min,B-spline,36.85789771242415,36.85789771242415,16.240019784412123,FALSE,0
15,TOI_sum_min,B-spline,35.28143606086028,35.28143606086028,15.545412386819441,FALSE,0
16,TOI_sum_min,B-spline,33.734061385274224,33.734061385274224,14.863621050224973,FALSE,0
