Name,Position,Year,Selection,GPYr1,PSYr1,TOIYr1,GPYr2,PSYr2,TOIYr2,GPYr3,PSYr3,TOIYr3,GPYr4,PSYr4,TOIYr4,GPYr5,PSYr5,TOIYr5,GPYr6,PSYr6,TOIYr6,GPYr7,PSYr7,TOIYr7
Danny Biega,D,2010,67,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,10,0.1,161:25,0,N/A,0:00,0,N/A,0:00
Jerome Gauthier-Leduc,D,2010,68,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joe Basaraba,RW,2010,69,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jordan Weal,C,2010,70,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,4,0.0,49:53,23,1.9,329:09
Michael Bournival,LW,2010,71,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,60,1.2,619:07,29,0.7,228:45,0,N/A,0:00,19,0.1,192:48
Adam Janosik,D,2010,72,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joey Leach,D,2010,73,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Max Gardiner,C,2010,74,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kevin Sundher,C,2010,75,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jakub Culek,LW,2010,76,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexander Guptill,LW,2010,77,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Taylor Aronson,D,2010,78,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sondre Olden,C,2010,79,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Bryan Rust,RW,2010,80,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,14,-0.1,168:22,41,0.8,512:24,57,3.3,777:16
Louis-Marc Aubry,C,2010,81,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jason Clark,C/LW,2010,82,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matt MacKenzie,D,2010,83,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Scott Wedgewood,G,2010,84,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Austin Levi,D,2010,85,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Stanislav Galiev,RW,2010,86,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,0.2,18:46,24,0.0,218:53,0,N/A,0:00
Julian Melchiori,D,2010,87,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,8:41,0,N/A,0:00,11,0.2,149:33,18,0.3,330:37
Max Gaede,RW,2010,88,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Michael Chaput,C,2010,89,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,17,-0.1,151:12,33,-0.3,336:34,8,0.3,71:59,68,-0.1,749:30
Joakim Nordstrom,C,2010,90,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,16,0.0,186:58,38,-0.6,416:48,71,2.3,1109:26,82,0.0,1042:56
Jeremie Blain,D,2010,91,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sam Brittain,G,2010,92,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ben Gallacher,D,2010,93,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brandon Archibald,D,2010,94,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Stephen Silas,D,2010,95,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Geoffrey Schemitsch,D,2010,96,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Craig Cunningham,LW,2010,97,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,0.0,18:58,19,0.1,210:38,10,-0.1,100:50,0,N/A,0:00
Steven Shipley,C,2010,98,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joonas Donskoi,RW,2010,99,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,76,3.7,1075:39,61,1.0,842:28
Andrew Yogan,C/LW,2010,100,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ivan Telegin,LW,2010,101,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mathieu Corbeil,G,2010,102,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
John Ramage,D,2010,103,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,18:10,1,-0.2,14:09,0,N/A,0:00
Jani Hakanpaa,D,2010,104,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Justin Shugg,LW,2010,105,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.0,17:05,0,N/A,0:00,0,N/A,0:00
Marcus Sorensen,RW,2010,106,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,19,0.2,205:28
Sami Aittokallio,G,2010,107,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Bill Arnold,C,2010,108,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,13:35,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alex Theriau,D,2010,109,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tom Kuhnhackl,C,2010,110,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,42,1.5,512:24,57,1.3,607:05
Teemu Pulkkinen,LW,2010,111,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.0,22:24,31,1.1,355:44,36,1.4,416:25,4,0.1,39:02
Philipp Grubauer,G,2010,112,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mark MacMillan,F,2010,113,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joe Faust,D,2010,114,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Patrick McNally,D,2010,115,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Petter Granberg,D,2010,116,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,11:46,7,0.2,80:06,27,0.7,370:26,10,0.1,96:16
Morgan Ellis,D,2010,117,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.0,26:52,0,N/A,0:00
Jimmy Mullin,RW,2010,118,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tye McGinn,LW,2010,119,0,N/A,0:00,0,N/A,0:00,18,0.5,228:57,18,0.6,201:14,18,0.0,173:59,2,0.0,17:05,0,N/A,0:00
Rob Flick,C,2010,120,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tyler Bunz,G,2010,121,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Chris Wagner,C,2010,122,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,9,-0.2,79:06,26,0.5,214:05,43,0.9,402:22
Zach Hyman,C,2010,123,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,16,0.7,250:59,82,1.8,1369:09
Austin Madaisky,D,2010,124,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tony Dehart,D,2010,125,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Patrick Cehlin,RW,2010,126,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Cody Ferriero,C,2010,127,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Fredrik Pettersson-Wentzel,G,2010,128,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Freddie Hamilton,C,2010,129,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,11,-0.4,113:33,17,0.0,127:56,4,0.3,50:48,26,-0.1,254:18
Jason Wilson,LW,2010,130,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
John Klingberg,D,2010,131,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,65,6.7,1419:42,76,10.2,1724:18,80,8.1,1868:28
Tim Heed,D,2010,132,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,16:29
Micheal Ferland,LW,2010,133,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,26,0.3,273:37,71,0.2,895:30,76,2.9,878:56
