Name,Position,Year,Selection,GPYr1,PSYr1,TOIYr1,GPYr2,PSYr2,TOIYr2,GPYr3,PSYr3,TOIYr3,GPYr4,PSYr4,TOIYr4,GPYr5,PSYr5,TOIYr5,GPYr6,PSYr6,TOIYr6,GPYr7,PSYr7,TOIYr7
Fabian Zetterlund,W,2017,63,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,14,0.9,186:48,22,-0.5,305:18,82,3.4,1546:12
Michael Dipietro,G,2017,64,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jonas Rondbjerg,RW,2017,65,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,30,0.3,300:22,13,-0.3,132:13,20,0.1,225:32
Maxwell Gildon,D,2017,66,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Morgan Geekie,C,2017,67,0,N/A,0:00,0,N/A,0:00,2,0.8,23:34,36,0.7,352:20,73,0.9,920:24,69,2.7,721:24,76,3.7,1171:05
Scott Walford,D,2017,68,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mackenzie Entwistle,RW,2017,69,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,5,0.3,49:05,55,0.2,563:27,66,-0.1,786:31,67,-0.4,762:56
Andrel Altybarmakyan,RW,2017,70,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kasper Kotkansalo,D,2017,71,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matt Villalta,G,2017,72,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Stelio Mattheos,RW,2017,73,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Johnathan Kovacevic,D,2017,74,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,4,0.1,43:15,77,3.0,1341:18,62,3.3,1024:08
Nate Schnarr,C,2017,75,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexei Lipanov,C,2017,76,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Benjamin Mirageas,D,2017,77,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Stuart Skinner,G,2017,78,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Lane Zablocki,RW,2017,79,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kirill Ustimenko,G,2017,80,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Reilly Walsh,D,2017,81,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.1,14:23,0,N/A,0:00,0,N/A,0:00
Cameron Crotty,D,2017,82,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,10:03
Zach Gallant,C,2017,83,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dmitri Samorukov,D,2017,84,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,2:28,2,-0.1,29:45,0,N/A,0:00
Ivan Lodnia,RW,2017,85,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Daniil Tarasov,G,2017,86,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Cale Fleury,D,2017,87,0,N/A,0:00,0,N/A,0:00,41,0.4,588:25,0,N/A,0:00,9,-0.1,131:07,12,0.2,159:42,1,0.1,13:30
Keith Petruzzelli,G,2017,88,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Oskari Laaksonen,D,2017,89,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Evan Barratt,C,2017,90,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jack Badini,C,2017,91,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
David Farrance,D,2017,92,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,0.3,36:15,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Clayton Phillips,D,2017,93,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nick Henry,RW,2017,94,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jack Rathbone,D,2017,95,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,8,0.6,124:03,9,-0.2,124:28,11,0.3,156:35,0,N/A,0:00
Maksim Zhukov,G,2017,96,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mason Shaw,C,2017,97,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,-0.1,26:58,59,1.3,666:08,20,0.1,163:42
Nikita Popugaev,LW,2017,98,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jacob Bryson,D,2017,99,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,38,2.1,723:44,73,2.0,1338:22,59,-0.4,860:35,36,1.7,528:22
Malte Setkov,D,2017,100,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Liam Hawel,C,2017,101,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Scott Reedy,C,2017,102,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,35,0.8,391:31,0,N/A,0:00,0,N/A,0:00
Michael Anderson,D,2017,103,0,N/A,0:00,0,N/A,0:00,6,0.7,108:52,54,2.9,1143:31,57,2.6,1146:38,77,5.2,1667:49,74,5.3,1526:43
Eetu Makiniemi,G,2017,104,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Santeri Virtanen,C,2017,105,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matthew Strome,LW,2017,106,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Maksim Sushko,RW,2017,107,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,-0.1,19:07,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Noel Hoefenmayer,D,2017,108,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Adam Ruzicka,C,2017,109,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.1,32:15,28,1.2,286:16,44,1.6,509:20,3,-0.1,24:52
Ian Scott,G,2017,110,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jeremy Swayman,G,2017,111,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tim Soderlund,C/LW,2017,112,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexey Toropchenko,RW,2017,113,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,28,-0.5,300:13,69,1.6,833:16,82,1.8,1026:48
Petr Kvaca,G,2017,114,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ostap Safin,RW,2017,115,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Bryce Misley,C,2017,116,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Emil Bemstrom,C,2017,117,0,N/A,0:00,0,N/A,0:00,56,1.7,687:03,20,0.5,257:07,41,0.8,431:21,55,1.4,665:58,24,0.4,210:39
Markus Phillips,D,2017,118,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Roope Laavainen,D,2017,119,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tobias Geisser,D,2017,120,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Drake Batherson,C,2017,121,0,N/A,0:00,20,0.7,268:18,23,0.3,357:57,56,3.2,922:32,46,4.9,870:43,82,4.7,1525:42,82,6.3,1490:13
Kyle Olson,RW,2017,122,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brandon Crawley,D,2017,123,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Vladislav Kara,LW,2017,124,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Igor Shvyrev,C,2017,125,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Michael Karow,D,2017,126,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Lucas Elvenes,C RW,2017,127,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tyler Steenbergen,C,2017,128,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gilles Senn,G,2017,129,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
David Noel,D,2017,130,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Cole Fraser,D,2017,131,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jacob Peterson,C,2017,132,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,65,1.7,719:06,11,0.3,196:57,6,-0.2,79:30
Tyler Inamoto,D,2017,133,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Cole Hults,D,2017,134,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kristoffer Gunnarsson,D,2017,135,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Leon Gawanke,D,2017,136,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Noah Cates,LW,2017,137,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,16,1.2,211:56,82,2.8,1456:55,59,0.9,814:02
Drake Rymsha,C,2017,138,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,13:16,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sebastian Aho,D,2017,139,22,0.3,357:24,0,N/A,0:00,0,N/A,0:00,3,0.3,40:03,36,1.7,592:23,71,4.6,1190:42,58,1.2,950:42
Zach Fischer,RW,2017,140,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Fedor Gordeev,D,2017,141,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jonathan Dugan,LW,2017,142,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Marian Studenic,RW,2017,143,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,8,0.1,86:15,16,0.1,167:20,3,-0.1,26:04,2,-0.1,16:13
Parker Foo,LW,2017,144,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Calle Sjalin,D,2017,145,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kirill Maksimov,RW,2017,146,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jacob Golden,D,2017,147,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kale Howarth,LW,2017,148,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jarret Tyszka,D,2017,149,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jakub Galvas,D,2017,150,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,6,0.1,108:57,0,N/A,0:00,0,N/A,0:00
Sebastian Walfridsson,D,2017,151,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jan Drozg,LW,2017,152,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Olle Eriksson Ek,G,2017,153,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tomas Vomacka,G,2017,154,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Linus Olund,C,2017,155,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Denis Smirnov,RW,2017,156,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
