Name,Position,Year,Selection,GPYr1,PSYr1,TOIYr1,GPYr2,PSYr2,TOIYr2,GPYr3,PSYr3,TOIYr3,GPYr4,PSYr4,TOIYr4,GPYr5,PSYr5,TOIYr5,GPYr6,PSYr6,TOIYr6,GPYr7,PSYr7,TOIYr7
Ryan Rupert,C,2012,157,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Christoph Bertschy,C,2012,158,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.0,20:50,5,0.0,40:40,1,0.0,5:23,0,N/A,0:00
Collin Olson,G,2012,159,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ryan Olsen,C,2012,160,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jake Dotchin,D,2012,161,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,35,2.7,645:01,48,2.9,791:16,20,0.1,236:11
Joseph Blandisi,C/RW,2012,162,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,41,1.1,639:42,27,0.4,360:43,3,0.0,35:02,6,-0.1,35:03
Linus Ullmark,G,2012,163,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Simon Fernholm,D,2012,164,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Coda Gordon,LW,2012,165,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Francois Brassard,G,2012,166,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Riley Barber,RW,2012,167,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.0,25:44,0,N/A,0:00,0,N/A,0:00
Clifford Watson,D,2012,168,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Vincent Hinostroza,C,2012,169,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,-0.1,60:50,49,1.1,586:56,50,2.4,690:59,72,4.2,1099:16
James De Haas,D,2012,170,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tomas Hyka,RW,2012,171,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,10,0.3,120:32,17,0.1,200:01
Max Gortz,RW,2012,172,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Anton Zlobin,RW,2012,173,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Francis Beauvillier,C/LW,2012,174,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matthew Benning,D,2012,175,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,62,3.5,1029:51,73,4.1,1261:36,70,4.0,1046:10
Petteri Lindbohm,D,2012,176,0,N/A,0:00,0,N/A,0:00,23,0.8,358:08,10,-0.2,137:53,7,-0.2,90:53,0,N/A,0:00,0,N/A,0:00
Wesley Myron,LW,2012,177,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Hunter Fejes,LW,2012,178,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Marek Mazanec,G,2012,179,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Artur Gavrus,C/LW,2012,180,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Paul Ladue,D,2012,181,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,22,1.0,338:55,12,1.3,167:39,33,1.3,436:18
Gianluca Curcuruto,D,2012,182,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dmitry Sinitsyn,D,2012,183,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Marek Langhamer,G,2012,184,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jake Bischoff,D,2012,185,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matthew Deblouw,C,2012,186,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kenton Helgesen,D,2012,187,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Louis Nanne,LW,2012,188,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brendan Collier,LW,2012,189,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jamie Phillips,G,2012,190,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brandon Whitney,G,2012,191,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Colin Smith,C,2012,192,0,N/A,0:00,0,N/A,0:00,1,0.0,6:06,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brady Austin,D,2012,193,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,5,0.1,80:27,0,N/A,0:00,0,N/A,0:00
Jonatan Nielsen,D,2012,194,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Christian Djoos,D,2012,195,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,63,3.3,884:10,45,2.0,610:43
Mikael Wikstrand,D,2012,196,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jaynen Rissling,D,2012,197,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joakim Ryan,D,2012,198,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,62,3.7,1038:35,44,0.9,562:04
Matt Tomkins,G,2012,199,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Rasmus Bodin,LW,2012,200,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Valeri Vasiliev,D,2012,201,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nikita Gusev,LW,2012,202,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sergey Kostenko,G,2012,203,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Judd Peterson,C/RW,2012,204,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Colton Hargrove,LW,2012,205,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tyrel Seaman,C,2012,206,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matthew Beattie,LW,2012,207,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Justin Hache,D,2012,208,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Viktor Loov,D,2012,209,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,4,0.6,41:50,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jaycob Megna,D,2012,210,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.1,15:20,14,0.0,219:59,28,1.0,406:54
Nick Ebert,D,2012,211,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
