Name,Position,Year,Selection,GPYr1,PSYr1,TOIYr1,GPYr2,PSYr2,TOIYr2,GPYr3,PSYr3,TOIYr3,GPYr4,PSYr4,TOIYr4,GPYr5,PSYr5,TOIYr5,GPYr6,PSYr6,TOIYr6,GPYr7,PSYr7,TOIYr7
Teuvo Teravainen,LW,2012,18,0,N/A,0:00,3,-0.1,42:17,34,0.9,434:40,78,3.3,1196:54,81,4.1,1315:27,82,7.1,1384:45,82,8.7,1469:13
Andrey Vasilevskiy,G,2012,19,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Scott Laughton,C,2012,20,5,-0.1,57:35,0,N/A,0:00,31,0.2,394:18,71,1.8,740:48,2,0.0,20:29,81,1.0,900:43,82,1.9,1217:48
Mark Jankowski,C,2012,21,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,10:18,72,2.5,961:38,79,2.9,1003:55
Olli Maatta,D,2012,22,0,N/A,0:00,78,6.6,1442:54,20,1.6,414:10,67,5.9,1337:20,55,2.3,993:31,82,4.9,1537:59,60,2.7,1115:24
Michael Matheson,D,2012,23,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.1,52:36,81,4.4,1705:17,81,5.1,1728:19,75,3.2,1673:51
Malcolm Subban,G,2012,24,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jordan Schmaltz,D,2012,25,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,9,0.4,129:04,13,0.3,142:38,20,-0.1,229:43
Brendan Gaunce,C,2012,26,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,20,-0.5,255:10,57,-0.3,541:00,37,0.3,492:28,3,0.5,22:50
Henrik Samuelsson,C/RW,2012,27,0,N/A,0:00,0,N/A,0:00,3,-0.1,39:48,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brady Skjei,D,2012,28,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,0.1,124:08,80,6.4,1397:01,82,2.7,1724:03,78,4.5,1656:16
Stefan Matteau,LW,2012,29,17,0.2,156:11,0,N/A,0:00,7,0.1,83:06,12,-0.3,127:33,0,N/A,0:00,8,0.0,65:37,0,N/A,0:00
Tanner Pearson,LW,2012,30,0,N/A,0:00,25,0.8,270:13,42,2.8,558:16,79,4.3,1142:23,80,6.0,1305:36,82,4.0,1309:21,19,1.7,312:48
Oscar Dansk,G,2012,31,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mitchell Moroz,LW,2012,32,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sebastian Collberg,RW,2012,33,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ville Pokka,D,2012,34,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matt Finn,D,2012,35,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nicolas Kerdiles,LW,2012,36,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,11:08,2,0.0,7:30,0,N/A,0:00
Pontus Aberg,LW,2012,37,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,15,-0.1,185:02,16,0.7,234:14,22,0.2,283:06
Phillip Di Giuseppe,LW,2012,38,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,41,1.9,584:55,36,-0.3,442:39,49,1.1,514:36,3,-0.1,35:04
Lukas Sutter,C,2012,39,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dylan Blujus,D,2012,40,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mitchell Heard,C,2012,41,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Patrick Sieloff,D,2012,42,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.3,17:59,0,N/A,0:00,1,0.1,11:11,0,N/A,0:00
Ludwig Bystrom,D,2012,43,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jake McCabe,D,2012,44,0,N/A,0:00,7,0.0,106:30,2,0.0,22:15,77,4.5,1472:03,76,4.0,1573:35,53,2.2,1033:33,59,3.0,1117:45
Anthony Stolarz,G,2012,45,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Raphael Bussieres,LW,2012,46,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brock McGinn,LW,2012,47,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,21,-0.1,234:52,57,1.1,683:51,80,2.5,1159:44,82,2.2,1173:23
Dillon Fournier,D,2012,48,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Martin Frk,RW,2012,49,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,-0.2,16:40,68,2.0,699:32,30,-0.1,275:34
Colton Sissons,C,2012,50,0,N/A,0:00,17,0.3,180:30,0,N/A,0:00,34,0.8,338:37,58,1.4,645:08,81,1.4,1303:38,75,3.3,1203:19
Dalton Thrower,D,2012,51,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Teddy Blueger,C,2012,52,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,28,1.3,309:36
Brian Hart,RW,2012,53,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mike Winther,C,2012,54,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Chris Tierney,C,2012,55,0,N/A,0:00,0,N/A,0:00,43,2.3,526:39,79,0.7,1042:11,80,1.9,1168:18,82,3.7,1311:59,81,2.5,1379:29
Sam Kurker,RW,2012,56,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexandre Mallet,LW,2012,57,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jordan Martinook,LW,2012,58,0,N/A,0:00,0,N/A,0:00,8,-0.1,93:35,81,1.3,1230:27,77,1.7,1207:18,81,-0.4,1134:50,82,2.2,1187:50
Cristoval Nieves,C,2012,59,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,11:44,28,0.8,285:34,43,0.6,415:11
Damon Severson,D,2012,60,0,N/A,0:00,0,N/A,0:00,51,2.9,1120:07,72,4.0,1307:52,80,3.4,1628:11,76,4.4,1495:40,82,5.4,1807:31
Devin Shore,C,2012,61,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.0,36:21,82,2.8,1159:07,82,1.4,1265:08,34,0.5,525:29
Joonas Korpisalo,G,2012,62,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jujhar Khaira,LW,2012,63,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,15,-0.1,155:19,10,0.1,92:34,69,1.5,876:49,60,0.4,754:01
Tim Bozon,LW,2012,64,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Adam Pelech,D,2012,65,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,9,0.3,158:13,44,1.4,740:42,78,3.4,1503:23,78,5.9,1453:06
Jimmy Vesey,LW,2012,66,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,80,2.2,1090:42,79,2.2,1132:10,81,2.9,1300:39
Mackenzie MacEachern,LW,2012,67,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,29,0.4,232:56
John Draeger,D,2012,68,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Daniel Altshuller,G,2012,69,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Scott Kosmachuk,RW,2012,70,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,8,0.2,92:16,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tanner Richard,C,2012,71,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,-0.1,38:07,0,N/A,0:00,0,N/A,0:00
Troy Bourke,LW,2012,72,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Justin Kea,C,2012,73,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Esa Lindell,D,2012,74,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,4,-0.2,56:11,73,4.2,1596:35,80,6.7,1766:17,82,8.6,1994:47
Jon Gillies,G,2012,75,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Chris Driedger,G,2012,76,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Chandler Stephenson,C/LW,2012,77,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,9,-0.3,70:43,4,-0.1,35:31,67,1.6,795:13,64,-0.4,775:27
Shayne Gostisbehere,D,2012,78,0,N/A,0:00,0,N/A,0:00,2,-0.2,25:07,64,8.9,1285:47,76,5.2,1489:10,78,9.8,1673:31,78,4.2,1533:25
Chris Calnan,RW,2012,79,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jake Paterson,G,2012,80,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Oskar Sundqvist,C,2012,81,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,18,0.2,185:36,10,-0.4,91:44,42,-0.3,440:01,74,2.9,1022:35
Jarrod Maidens,C/LW,2012,82,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matt Murray,G,2012,83,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Steven Hodges,C,2012,84,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matthew Grzelcyk,D,2012,85,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,0.0,24:58,61,4.4,1021:11,66,4.0,1262:39
Colton Parayko,D,2012,86,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,79,8.8,1531:34,81,6.7,1716:58,82,5.6,1854:23,80,7.2,1822:41
Frederik Andersen,G,2012,87,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
James Melindy,D,2012,88,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brendan Leipsic,LW,2012,89,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,6,0.3,85:26,0,N/A,0:00,14,0.8,236:57,45,1.3,636:32
Ben Johnson,C/LW,2012,90,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Daniil Zharkov,LW,2012,91,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matia Marcantuoni,C/RW,2012,92,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Erik Gustafsson,D,2012,93,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,41,3.1,633:26,0,N/A,0:00,35,2.9,649:26,79,7.7,1784:11
Brady Vail,C,2012,94,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Josh Anderson,RW,2012,95,0,N/A,0:00,0,N/A,0:00,6,-0.1,80:42,12,0.3,128:23,78,4.0,937:33,63,3.1,1136:23,82,6.2,1395:56
Ben Thomson,LW,2012,96,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,-0.2,32:40,0,N/A,0:00,0,N/A,0:00
Kevin Roy,C,2012,97,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,25,0.9,341:13,3,-0.1,39:08
Adam Gilmour,C,2012,98,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Erik Karlsson,C/LW,2012,99,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Thomas Di Pauli,C,2012,100,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Cedric Paquette,C,2012,101,0,N/A,0:00,2,0.1,29:05,64,2.0,871:05,56,0.7,713:24,58,0.2,668:22,56,0.1,571:36,80,1.4,960:16
Rhett Holland,D,2012,102,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Loic Leduc,D,2012,103,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gemel Smith,C,2012,104,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,17,0.5,230:57,46,1.3,433:51,3,-0.2,29:59
Brett Kulak,D,2012,105,0,N/A,0:00,0,N/A,0:00,1,0.0,19:31,8,-0.1,98:46,21,0.4,299:05,71,1.9,921:59,57,3.9,1017:03
Timothy Boyle,D,2012,106,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Austin Wuthrich,RW,2012,107,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Andrew O'Brien,D,2012,108,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Christophe Lalancette,RW,2012,109,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Andreas Athanasiou,C/LW,2012,110,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,37,2.1,333:39,64,3.6,861:43,71,2.7,1087:18,76,5.9,1290:04
Fredric Larsson,D,2012,111,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Zach Stepan,C,2012,112,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sean Maguire,G,2012,113,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexander Delnov,LW,2012,114,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Trevor Carrick,D,2012,115,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,0.0,33:19,0,N/A,0:00,1,0.0,7:32,1,-0.1,11:29
Nicholas Walters,D,2012,116,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Taylor Leier,LW,2012,117,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,6,-0.1,46:20,10,0.1,90:36,39,-0.4,409:02,0,N/A,0:00
Mikko Vainonen,D,2012,118,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Calle Andersson,D,2012,119,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jaccob Slavin,D,2012,120,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,63,4.5,1322:11,82,8.6,1921:56,82,6.2,1852:12,82,6.0,1889:06
Nikolai Prokhorkin,LW,2012,121,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Charles Hudon,LW,2012,122,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.3,32:05,3,0.2,35:47,72,2.2,1010:05,32,-0.2,373:32
Joey Laleggia,D,2012,123,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ryan Culkin,D,2012,124,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Doyle Somerby,D,2012,125,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dominic Toninato,C,2012,126,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,37,-0.3,292:13,2,0.2,13:24
Brian Cooper,D,2012,127,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Daniel Gunnarsson,D,2012,128,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brendan Woods,LW,2012,129,0,N/A,0:00,0,N/A,0:00,2,-0.1,12:04,5,-0.1,43:32,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Connor Hellebuyck,G,2012,130,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Seth Griffith,C,2012,131,0,N/A,0:00,0,N/A,0:00,30,1.0,403:18,4,-0.1,39:52,21,0.4,277:13,21,0.0,221:53,0,N/A,0:00
Michael Clarke,C,2012,132,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Logan Nelson,C,2012,133,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Branden Troock,RW,2012,134,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Graham Black,C,2012,135,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Robert Baillargeon,C,2012,136,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Connor Carrick,D,2012,137,0,N/A,0:00,34,0.5,543:04,0,N/A,0:00,16,0.7,264:47,67,2.3,1094:31,47,2.5,711:20,20,0.9,391:45
Daniel O'Regan,C,2012,138,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.1,34:39,2,0.0,19:47,1,0.0,11:56
Garret Ross,LW,2012,139,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Michael McKee,D,2012,140,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Reece Willcox,D,2012,141,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Thomas Spelling,RW,2012,142,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Clark Seymour,D,2012,143,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Henri Kiviaho,G,2012,144,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Cody Payne,RW,2012,145,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Francois Tremblay,G,2012,146,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ben Hutton,D,2012,147,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,75,3.0,1490:30,71,2.9,1455:17,61,1.1,1123:17,69,2.7,1542:33
Niklas Tikkinen,D,2012,148,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Travis Brown,D,2012,149,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexander Kerfoot,C,2012,150,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,79,4.5,1061:54,78,3.4,1160:50
Colin Miller,D,2012,151,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,42,2.5,663:23,61,3.3,964:46,82,6.1,1586:11,65,4.5,1276:59
Daniel Zaar,RW,2012,152,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
John McCarron,RW,2012,153,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Erik Nystrom,LW,2012,154,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jesse Graham,D,2012,155,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Connor Brown,RW,2012,156,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,0.5,104:48,82,4.0,1328:53,82,2.1,1231:06,82,2.0,1130:57
