Name,Position,Year,Selection,GPYr1,PSYr1,TOIYr1,GPYr2,PSYr2,TOIYr2,GPYr3,PSYr3,TOIYr3,GPYr4,PSYr4,TOIYr4,GPYr5,PSYr5,TOIYr5,GPYr6,PSYr6,TOIYr6,GPYr7,PSYr7,TOIYr7
Logan Stanley,D,2016,18,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,37,2.0,489:14,58,2.1,907:25,19,0.7,260:34
Kieffer Bellows,LW,2016,19,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,8,0.5,85:12,14,0.4,154:17,45,1.7,533:54,27,-0.1,264:04
Dennis Cholowski,D,2016,20,0,N/A,0:00,0,N/A,0:00,52,1.7,949:10,36,0.1,691:58,16,0.7,254:21,4,0.4,78:52,2,0.0,25:33
Julien Gauthier,RW,2016,21,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,12,0.0,103:48,30,0.3,289:17,49,-0.1,505:03,17,0.5,158:17
German Rubtsov,C,2016,22,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,4,-0.1,27:13,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Henrik Borgström,C,2016,23,0,N/A,0:00,4,0.1,50:38,50,1.1,600:09,4,-0.2,49:32,0,N/A,0:00,52,-0.2,546:59,1,0.0,8:10
Max Jones,LW,2016,24,0,N/A,0:00,0,N/A,0:00,30,0.1,394:54,59,0.5,842:03,46,0.6,651:45,2,-0.1,19:48,69,0.4,877:14
Riley Tufte,LW,2016,25,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,10,0.1,71:59,3,-0.1,23:52
Tage Thompson,C,2016,26,0,N/A,0:00,41,0.0,488:54,65,-0.1,788:26,1,0.0,6:59,38,1.3,527:10,78,7.7,1394:36,78,11.1,1450:02
Brett Howden,C,2016,27,0,N/A,0:00,0,N/A,0:00,66,0.7,985:57,70,0.6,919:59,42,-0.2,527:30,47,2.3,500:49,54,0.8,705:11
Lucas Johansen,D,2016,28,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.2,12:18,2,0.0,25:19
Trent Frederic,C,2016,29,0,N/A,0:00,0,N/A,0:00,15,-0.4,141:00,2,-0.1,12:51,42,-0.1,472:43,60,1.8,699:13,79,4.0,941:30
Sam Steel,C,2016,30,0,N/A,0:00,0,N/A,0:00,22,1.3,329:14,65,0.8,1010:42,42,0.7,610:11,68,0.7,837:13,65,2.6,972:22
Yegor Korshkov,RW,2016,31,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.2,10:08,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tyler Benson,LW,2016,32,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,0.0,72:39,0,N/A,0:00,29,-0.3,247:48,2,0.0,12:34
Rasmus Asplund,C,2016,33,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,29,-0.3,314:11,28,1.4,359:56,80,1.6,1142:13,19,-0.5,198:12
Andrew Peeke,D,2016,34,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,22,0.9,304:50,11,0.2,188:41,82,1.7,1761:05,80,1.0,1699:45
Jordan Kyrou,C,2016,35,0,N/A,0:00,0,N/A,0:00,16,0.1,154:33,28,0.9,305:02,55,3.6,793:19,74,7.8,1226:36,79,6.7,1422:17
Pascal Laberge,C,2016,36,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Libor Hajek,D,2016,37,0,N/A,0:00,0,N/A,0:00,5,0.3,82:39,28,0.4,447:34,44,1.3,671:56,17,-0.3,223:11,16,0.5,212:09
Adam Mascherin,LW,2016,38,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexander Debrincat,RW,2016,39,0,N/A,0:00,82,6.5,1213:46,82,8.8,1451:24,70,3.9,1224:34,52,7.5,1068:04,82,8.4,1710:13,82,5.6,1558:31
Cameron Morrison,LW,2016,40,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nathan Bastian,RW,2016,41,0,N/A,0:00,0,N/A,0:00,7,0.5,88:46,0,N/A,0:00,41,0.4,517:27,60,1.0,746:20,43,1.3,534:44
Jonathan Dahlen,C,2016,42,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,61,1.3,841:19,0,N/A,0:00
Janne Kuokkanen,C/LW,2016,43,0,N/A,0:00,4,-0.2,44:15,7,-0.2,76:26,1,0.0,12:04,50,1.7,738:43,57,0.6,769:01,0,N/A,0:00
Boris Katchouk,LW,2016,44,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,21,-0.5,212:17,58,0.8,701:12
Chad Krys,D,2016,45,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Givani Smith,RW,2016,46,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,21,0.2,203:20,16,0.1,169:25,46,0.2,389:43,34,0.1,232:16
Samuel Girard,D,2016,47,0,N/A,0:00,68,2.8,1203:46,82,4.9,1631:11,70,4.6,1491:55,48,5.7,1114:47,67,3.5,1450:14,76,4.8,1633:37
Carter Hart,G,2016,48,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ryan Lindgren,D,2016,49,0,N/A,0:00,0,N/A,0:00,5,-0.4,72:56,60,3.2,994:00,51,4.0,1019:44,78,5.1,1567:51,63,5.1,1186:55
Artur Kayumov,W,2016,50,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kale Clague,D,2016,51,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,4,-0.1,58:14,18,0.6,309:42,25,0.4,406:24,33,0.4,498:26
Wade Allison,RW,2016,52,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,14,0.8,181:03,1,0.0,8:16,60,1.0,773:41
Filip Hronek,D,2016,53,0,N/A,0:00,0,N/A,0:00,46,2.9,918:12,65,3.6,1553:14,56,3.2,1309:37,78,3.7,1718:06,4,0.1,97:07
Tyler Parsons,G,2016,54,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Filip Gustavsson,G,2016,55,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dillon Dube,C,2016,56,0,N/A,0:00,0,N/A,0:00,25,0.2,251:41,45,1.4,570:37,51,2.2,695:31,79,3.1,1014:17,82,3.8,1243:12
Carl Grundstrom,RW,2016,57,0,N/A,0:00,0,N/A,0:00,15,0.6,224:32,13,0.2,165:56,47,0.6,586:19,54,1.6,588:03,57,1.8,612:52
Taylor Raddysh,RW,2016,58,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,21,0.9,326:58,78,2.8,1292:18
Evan Fitzpatrick,G,2016,59,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dylan Gambrell,C,2016,60,0,N/A,0:00,3,-0.1,31:40,8,-0.1,69:02,50,0.5,597:33,49,-0.2,785:24,63,0.0,764:35,60,0.2,683:20
Kasper Bjorkqvist,RW,2016,61,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,6,0.1,50:13,0,N/A,0:00
Joseph Woll,G,2016,62,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Markus Niemelainen,D,2016,63,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,20,-0.1,263:53,23,0.3,230:57
William Lockwood,RW,2016,64,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,-0.1,28:23,13,-0.3,147:25,13,-0.4,133:36
Vitaly Abramov,RW,2016,65,0,N/A,0:00,0,N/A,0:00,1,-0.1,13:52,2,0.2,11:34,2,0.0,19:26,0,N/A,0:00,0,N/A,0:00
Adam Fox,D,2016,66,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,70,7.4,1323:18,55,7.8,1358:51,78,11.8,1864:45,82,11.9,1998:58
Matt Filipe,LW,2016,67,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Cam Dineen,D,2016,68,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,34,0.1,531:43,0,N/A,0:00
Cliff Pu,RW,2016,69,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
William Bitten,C,2016,70,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,4,0.1,26:35
Josh Anderson,D,2016,71,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
James Greenway,D,2016,72,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joseph Anderson,RW,2016,73,0,N/A,0:00,0,N/A,0:00,34,0.2,438:39,18,0.7,237:54,1,0.0,9:36,5,-0.1,43:52,24,0.2,310:25
Hudson Elynuik,C,2016,74,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jack LaFontaine,G,2016,75,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Rem Pitlick,C,2016,76,0,N/A,0:00,0,N/A,0:00,1,0.0,9:43,0,N/A,0:00,10,0.1,113:02,46,1.8,794:54,46,0.5,594:26
Connor Hall,D,2016,77,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Frederic Allard,D,2016,78,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,16:59,0,N/A,0:00,3,0.2,41:32
Luke Green,D,2016,79,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brandon Gignac,C,2016,80,0,N/A,0:00,0,N/A,0:00,1,-0.1,9:04,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sean Day,D,2016,81,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,-0.1,21:25,0,N/A,0:00
Carsen Twarynski,LW,2016,82,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,15,-0.2,160:09,7,-0.2,61:59,0,N/A,0:00,0,N/A,0:00
Wouter Peeters,G,2016,83,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matthew Cairns,D,2016,84,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joshua Mahura,D,2016,85,0,N/A,0:00,0,N/A,0:00,17,0.9,243:10,11,0.5,178:30,13,0.8,206:40,38,0.6,534:18,82,3.6,1151:16
Casey Fitzgerald,D,2016,86,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,36,-0.1,607:30,4,-0.1,21:31
Garrett Pilon,C,2016,87,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,10:40,2,0.2,18:49,0,N/A,0:00
Connor Ingram,G,2016,88,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Linus Nassen,D,2016,89,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Fredrik Karlstrom,C,2016,90,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.1,18:36,5,0.0,47:47
Filip Berglund,D,2016,91,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Adam Brooks,C,2016,92,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,0.2,54:58,11,0.8,117:27,14,-0.2,104:26,0,N/A,0:00
Jack Kopacka,LW,2016,93,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jonathan Ang,C,2016,94,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Anatoli Golyshev,LW,2016,95,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Linus Lindstrom,C,2016,96,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jacob Cederholm,D,2016,97,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tarmo Reunanen,D,2016,98,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,4,0.2,53:06,0,N/A,0:00,0,N/A,0:00
Brett Murray,LW,2016,99,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,0.0,21:15,19,0.3,246:44,0,N/A,0:00
Victor Mete,D,2016,100,0,N/A,0:00,49,2.0,763:44,71,3.5,1261:53,51,2.6,815:36,14,0.9,244:21,37,0.0,541:06,11,0.5,143:48
Keaton Middleton,D,2016,101,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,-0.1,27:55,0,N/A,0:00,0,N/A,0:00
Mikhail Maltsev,LW,2016,102,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,33,0.7,377:45,18,-0.5,145:17,5,-0.1,32:59
Todd Burgess,RW,2016,103,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Max Zimmer,LW,2016,104,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Evan Cormier,G,2016,105,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brandon Duhaime,RW,2016,106,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,80,0.4,817:27,51,1.2,548:36
Alfons Malmstrom,D,2016,107,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Hardy Haman Aktell,D,2016,108,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Connor Bunnaman,C,2016,109,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,21,0.2,194:55,18,-0.5,208:08,15,-0.5,150:09,0,N/A,0:00
Lucas Carlsson,D,2016,110,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,6,0.4,84:50,12,0.3,156:44,40,1.3,508:27,2,-0.1,20:11
Noah Gregor,C,2016,111,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,28,0.2,281:39,30,0.0,351:44,63,1.0,940:57,57,1.1,739:31
Jacob Moverare,D,2016,112,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,19,0.7,310:29,2,0.0,29:56
Nathan Noel,C,2016,113,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Riley Stillman,D,2016,114,0,N/A,0:00,0,N/A,0:00,1,0.0,11:22,34,0.6,650:02,13,0.7,236:52,52,1.8,783:15,18,0.5,216:49
Alex Dostie,C,2016,115,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Rhett Gardner,C/LW,2016,116,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,8,-0.1,81:05,28,-0.5,278:58,4,-0.1,32:25,0,N/A,0:00
Damien Riat,LW,2016,117,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ross Colton,C,2016,118,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,30,1.8,316:56,79,4.2,1010:37,81,2.6,1000:27
Tanner Kaspick,C,2016,119,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Otto Koivula,LW,2016,120,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,12,-0.2,94:56,0,N/A,0:00,8,0.0,85:57,8,0.1,54:53
Ryan Jones,D,2016,121,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Vladimir Bobylev,RW,2016,122,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dylan Wells,G,2016,123,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Casey Staum,D,2016,124,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nolan Stevens,C,2016,125,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mitchell Mattson,C,2016,126,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jordan Stallard,C,2016,127,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Colton Point,G,2016,128,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Philip Nyberg,D,2016,129,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Vojtech Budik,D,2016,130,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Adam Werner,G,2016,131,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Yegor Rykov,D,2016,132,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Maxime Lajoie,D,2016,133,0,N/A,0:00,0,N/A,0:00,56,1.2,1058:43,6,0.0,46:54,0,N/A,0:00,5,0.2,62:42,3,0.0,23:34
Jeremy Helvig,G,2016,134,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joona Koppanen,LW,2016,135,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,5,0.0,54:08
Cameron Clarke,D,2016,136,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jordan Sambrook,D,2016,137,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Patrick Harper,C,2016,138,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Linus Hogberg,D,2016,139,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,5,0.3,85:19,0,N/A,0:00
Cole Candella,D,2016,140,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Timothy Gettinger,LW,2016,141,0,N/A,0:00,0,N/A,0:00,4,0.0,30:05,2,0.1,16:46,2,-0.1,23:26,8,-0.1,75:42,0,N/A,0:00
Michael Eyssimont,C,2016,142,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,5:49,15,-0.1,171:14
Mathias From,W,2016,143,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Conner Bleackley,C,2016,144,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Beck Malenstyn,LW,2016,145,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,-0.1,27:49,0,N/A,0:00,12,0.1,108:32,9,0.2,89:13
Nicholas Caamano,RW,2016,146,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,12,0.2,119:35,24,-0.5,224:14,0,N/A,0:00,0,N/A,0:00
Axel Jonsson-Fjallby,LW,2016,147,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,23,0.2,257:11,50,1.1,522:48
Christopher Paquette,C,2016,148,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Graham McPhee,LW,2016,149,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Manuel Wiederer,C,2016,150,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Niclas Almari,D,2016,151,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jonathan Walker,D,2016,152,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Aapeli Rasanen,C,2016,153,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jakob Stukel,LW,2016,154,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Peter Thome,G,2016,155,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Eetu Tuulola,RW,2016,156,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mikhail Berdin,G,2016,157,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
