Name,Position,Year,Selection,GPYr1,PSYr1,TOIYr1,GPYr2,PSYr2,TOIYr2,GPYr3,PSYr3,TOIYr3,GPYr4,PSYr4,TOIYr4,GPYr5,PSYr5,TOIYr5,GPYr6,PSYr6,TOIYr6,GPYr7,PSYr7,TOIYr7
Ty Rattie,RW,2011,32,0,N/A,0:00,0,N/A,0:00,2,-0.1,22:06,11,0.1,100:06,13,1.0,120:44,5,0.0,67:19,14,1.1,216:36
Rocco Grimaldi,C,2011,33,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,0.1,88:16,20,0.3,237:18,4,-0.1,44:00,6,0.3,57:51
Scott Mayfield,D,2011,34,0,N/A,0:00,0,N/A,0:00,5,-0.2,86:50,0,N/A,0:00,6,0.0,102:39,25,1.3,353:30,47,1.3,838:42
Tomas Jurco,RW,2011,35,0,N/A,0:00,0,N/A,0:00,36,1.8,484:45,63,1.4,725:08,44,0.2,404:03,13,-0.2,147:52,29,1.1,365:54
Adam Clendening,D,2011,36,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,17,0.5,296:42,20,1.4,310:54,31,1.9,490:06,5,0.2,79:40
Boone Jenner,C,2011,37,0,N/A,0:00,0,N/A,0:00,72,3.6,1013:43,31,1.7,566:22,82,6.0,1345:33,82,4.1,1317:02,75,2.6,1234:36
Magnus Hellberg,G,2011,38,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
John Gibson,G,2011,39,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexander Khokhlachev,C,2011,40,0,N/A,0:00,0,N/A,0:00,1,0.0,15:14,3,-0.1,24:36,5,-0.2,51:16,0,N/A,0:00,0,N/A,0:00
Dmitrij Jaskin,RW,2011,41,0,N/A,0:00,2,-0.1,14:59,18,-0.1,191:13,54,2.5,727:16,65,0.8,770:51,51,0.6,589:12,76,1.1,946:05
Victor Rask,C,2011,42,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,80,2.7,1306:56,80,5.6,1358:39,82,4.2,1418:08,71,2.9,1092:03
Brandon Saad,LW,2011,43,2,-0.1,28:02,46,3.5,757:13,78,5.7,1270:39,82,6.5,1414:46,78,7.2,1343:02,82,7.2,1396:26,82,2.7,1435:20
Brett Ritchie,RW,2011,44,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,31,0.8,433:34,8,-0.2,92:49,78,3.1,1005:55,71,1.0,769:35
Markus Granlund,C,2011,45,0,N/A,0:00,0,N/A,0:00,7,0.5,84:35,48,1.6,641:44,16,0.1,246:05,69,3.2,1194:17,53,0.4,861:34
Joel Edmundson,D,2011,46,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,67,2.2,1000:16,69,4.2,1226:02,69,3.9,1431:05
Matthew Nieto,LW,2011,47,0,N/A,0:00,0,N/A,0:00,66,2.0,929:04,72,1.8,1098:23,67,1.0,881:41,43,0.6,685:09,74,2.7,1103:16
Xavier Ouellet,D,2011,48,0,N/A,0:00,0,N/A,0:00,4,0.0,58:17,21,1.2,344:12,5,0.0,81:13,66,3.2,1186:13,45,1.2,623:36
Christopher Gibson,G,2011,49,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Johan Sundstrom,C,2011,50,0,N/A,0:00,0,N/A,0:00,11,-0.1,95:19,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexander Ruuttu,C,2011,51,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Miikka Salomaki,RW,2011,52,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.3,10:49,61,0.4,732:03,5,-0.1,61:04,58,-0.4,596:13
William Karlsson,C,2011,53,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.4,38:19,81,0.9,1172:04,81,2.0,1084:23,82,11.8,1534:47
Scott Harrington,D,2011,54,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,10,-0.7,158:00,15,0.3,196:25,22,0.9,286:09,32,1.1,425:35
Ryan Sproul,D,2011,55,0,N/A,0:00,0,N/A,0:00,1,0.0,18:25,0,N/A,0:00,0,N/A,0:00,27,0.7,408:59,16,0.4,261:56
Lucas Lessio,LW,2011,56,0,N/A,0:00,0,N/A,0:00,3,-0.1,34:35,26,-0.1,331:39,12,0.2,125:42,0,N/A,0:00,0,N/A,0:00
Tyler Wotherspoon,D,2011,57,0,N/A,0:00,0,N/A,0:00,14,0.4,188:18,1,-0.2,20:19,11,0.2,155:52,4,-0.1,43:36,0,N/A,0:00
Nikita Kucherov,LW,2011,58,0,N/A,0:00,0,N/A,0:00,52,1.9,681:59,82,9.9,1225:59,77,9.2,1402:21,74,12.0,1438:28,80,11.6,1585:43
Rasmus Bengtsson,D,2011,59,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mario Lucia,LW,2011,60,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Shane Prince,C,2011,61,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,0.1,20:57,20,0.6,249:58,50,1.0,648:32,14,-0.1,168:02
Samu Perhonen,G,2011,62,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Andrey Pedan,D,2011,63,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,13,-0.1,142:23,0,N/A,0:00,0,N/A,0:00
Vincent Trocheck,C,2011,64,0,N/A,0:00,0,N/A,0:00,20,0.4,377:44,50,2.5,700:16,76,7.1,1350:32,82,5.5,1707:53,82,7.4,1751:52
Joseph Cramarossa,C,2011,65,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,10,-0.2,105:51,0,N/A,0:00
T.J. Tynan,C,2011,66,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,-0.1,22:27,0,N/A,0:00
Adam Lowry,LW,2011,67,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,80,2.0,1100:15,74,0.5,1037:22,82,2.4,1316:02,45,2.1,670:13
Nick Cousins,C,2011,68,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,11,-0.1,96:59,36,1.5,386:19,60,1.1,720:04,71,1.6,913:15
Michael Paliotta,D,2011,70,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.1,12:45,1,0.0,7:32,0,N/A,0:00,0,N/A,0:00
David Honzik,G,2011,71,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Steven Fogarty,C,2011,72,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,12:16
Keegan Lowe,D,2011,73,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,-0.1,27:41,0,N/A,0:00,0,N/A,0:00,2,-0.1,27:48
Travis Ewanyk,LW,2011,74,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Blake Coleman,C,2011,75,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,23,-0.4,295:28,79,2.5,1137:15
Logan Shaw,RW,2011,76,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,53,-0.1,648:46,55,0.7,534:00,30,0.1,372:35
Daniel Catenacci,C,2011,77,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,11,-0.2,96:08,0,N/A,0:00,1,-0.1,11:03
Brennan Serville,D,2011,78,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Klas Dahlbeck,D,2011,79,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,19,0.2,364:36,71,1.5,1117:02,43,0.6,597:12,33,0.8,540:02
Andy Andreoff,LW,2011,80,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,18,0.4,154:14,60,1.2,527:35,36,-0.4,381:28,45,0.3,422:32
Anthony Camara,LW,2011,81,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nick Shore,C,2011,82,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,34,0.3,376:57,68,-0.4,843:37,70,1.3,895:12,9,0.2,136:15
Andy Welinski,D,2011,83,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,0.2,113:13
Harrison Ruopp,D,2011,84,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alan Quine,C,2011,85,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,0.2,35:31,61,1.1,763:46,21,-0.2,246:27
Josh Leivo,LW,2011,86,0,N/A,0:00,0,N/A,0:00,7,0.2,69:01,9,0.1,68:53,12,1.0,147:48,13,1.1,163:28,16,0.2,169:05
Jonathan Racine,D,2011,87,0,N/A,0:00,0,N/A,0:00,1,-0.1,15:35,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jordan Binnington,G,2011,88,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Justin Sefton,D,2011,89,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexandre Grenier,RW,2011,90,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,6,-0.3,68:51,3,-0.1,19:27,0,N/A,0:00
Kyle Rau,C,2011,91,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,9,-0.2,113:19,24,0.1,230:24,3,0.0,33:05
Dillon Simpson,D,2011,92,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.0,32:39,0,N/A,0:00
Joachim Nermark,C,2011,93,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Josh Shalla,LW,2011,94,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Robbie Russo,D,2011,95,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,19,0.5,305:19,0,N/A,0:00
Jean-Gabriel Pageau,C,2011,96,0,N/A,0:00,9,0.6,103:28,28,-0.3,286:57,50,2.2,709:22,82,5.3,1369:39,82,3.4,1322:43,78,1.7,1305:38
Josiah Didier,D,2011,97,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mike Reilly,D,2011,98,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,29,0.9,350:24,17,0.4,210:29,19,1.3,383:39
Reid Boucher,RW,2011,99,0,N/A,0:00,0,N/A,0:00,23,0.7,261:10,11,-0.1,122:32,39,1.8,556:32,27,0.6,328:45,20,0.0,227:31
Tom Nilsson,D,2011,100,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joseph Labate,C,2011,101,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,13,-0.2,87:56,0,N/A,0:00
Yannick Veilleux,LW,2011,102,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gregory Hofmann,C,2011,103,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
John Gaudreau,LW,2011,104,0,N/A,0:00,0,N/A,0:00,1,0.2,15:11,80,7.8,1417:21,79,9.2,1574:31,72,6.1,1331:22,80,8.7,1553:54
Emil Molin,RW,2011,105,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Michael St. Croix,C,2011,106,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Colin Jacobs,C,2011,107,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Olivier Archambault,LW,2011,108,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Maxim Shalunov,RW,2011,109,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Michael Mersch,LW,2011,110,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,17,0.2,176:28,0,N/A,0:00,0,N/A,0:00
Kale Kessy,LW,2011,111,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Garrett Noonan,D,2011,112,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Magnus Nygren,D,2011,113,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tobias Rieder,C,2011,114,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,72,1.3,1216:34,82,2.5,1419:03,80,3.0,1385:03,20,0.6,256:46
Marek Tvrdon,RW,2011,115,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Colin Suellentrop,D,2011,116,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Steffen Soberg,G,2011,117,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Marcel Noebels,LW,2011,118,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Zachary Yuen,D,2011,119,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ludwig Blomstrand,LW,2011,120,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brian Ferlin,RW,2011,121,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,0.0,61:34,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Martin Gernat,D,2011,122,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Garrett Meurs,C,2011,123,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Yaroslav Kosov,C,2011,124,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
John Persson,LW,2011,125,0,N/A,0:00,0,N/A,0:00,10,-0.2,120:22,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Fredrik Claesson,D,2011,126,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,16,-0.2,308:38,33,2.4,433:36,64,1.2,982:01
Brenden Kichton,D,2011,127,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Seth Ambroz,RW,2011,128,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Blake Pietila,LW,2011,129,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,0.2,84:14,10,-0.3,130:22,2,0.0,18:55
Tony Cameranesi,C,2011,130,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nick Seeler,D,2011,131,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,22,1.4,319:46
Niklas Lundstrom,G,2011,132,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sean Kuraly,C,2011,133,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,8,0.0,73:36,75,0.3,918:40
Shane McColgan,RW,2011,134,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Troy Vance,D,2011,135,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Samuel Noreau,D,2011,136,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alex Lepkowski,D,2011,137,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Darren Dietz,D,2011,138,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,13,0.8,188:59,0,N/A,0:00,0,N/A,0:00
Andrew Shaw,C,2011,139,37,2.7,562:41,48,1.6,722:28,80,4.6,1255:14,79,2.4,1180:52,78,3.9,1142:47,68,3.0,1033:43,51,1.6,806:17
Joel Lowry,LW,2011,140,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Darian Dziurzynski,LW,2011,141,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Simon Karlsson,D,2011,142,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Max Friberg,LW,2011,143,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,8:47,5,-0.1,44:12,0,N/A,0:00,0,N/A,0:00
Dominik Uher,C,2011,144,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,-0.1,12:55,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Philippe Hudon,C/RW,2011,145,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mattias Backman,D,2011,146,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Patrick Koudys,D,2011,147,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nikita Nesterov,D,2011,148,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,27,1.7,433:28,57,1.7,848:42,13,1.1,201:14,0,N/A,0:00
Austen Brassard,RW,2011,149,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Frank Corrado,D,2011,150,0,N/A,0:00,3,0.0,58:13,15,0.3,188:28,10,-0.3,156:41,39,0.4,563:42,2,-0.1,15:05,5,0.0,57:30
Rob O'Gara,D,2011,151,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.1,48:02,22,0.5,377:33
David Broll,LW,2011,152,0,N/A,0:00,0,N/A,0:00,5,0.1,40:55,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gabriel Beaupre,D,2011,153,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Eddie Wittchow,D,2011,154,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Andrew Fritsch,RW,2011,155,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Darren Kramer,C,2011,156,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jason Kasdorf,G,2011,157,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
