Name,Position,Year,Selection,GPYr1,PSYr1,TOIYr1,GPYr2,PSYr2,TOIYr2,GPYr3,PSYr3,TOIYr3,GPYr4,PSYr4,TOIYr4,GPYr5,PSYr5,TOIYr5,GPYr6,PSYr6,TOIYr6,GPYr7,PSYr7,TOIYr7
Lawson Crouse,LW,2015,11,0,N/A,0:00,72,-0.3,855:58,11,-0.2,120:20,81,2.6,1048:45,66,2.8,896:23,51,0.3,729:09,65,3.0,1132:59
Denis Gurianov,RW,2015,12,0,N/A,0:00,1,-0.1,13:06,0,N/A,0:00,21,0.1,228:19,64,4.0,831:05,55,3.0,871:48,73,2.6,1035:31
Jakub Zboril,D,2015,13,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,0.0,21:52,0,N/A,0:00,42,1.8,716:13,10,0.5,157:15
Jake Debrusk,LW,2015,14,0,N/A,0:00,0,N/A,0:00,70,4.9,1005:59,68,5.2,1099:00,65,3.8,1043:18,41,1.1,610:39,77,4.9,1157:48
Zachary Senyshyn,RW,2015,15,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,0.2,23:11,4,0.2,33:43,8,-0.2,80:53,2,-0.1,13:03
Mathew Barzal,C,2015,16,0,N/A,0:00,2,-0.1,19:30,82,8.2,1456:47,82,5.6,1469:41,68,6.0,1362:55,55,5.6,1030:29,73,4.9,1315:26
Kyle Connor,LW,2015,17,0,N/A,0:00,20,0.0,244:25,76,7.0,1284:56,82,7.0,1578:43,71,8.7,1497:13,56,5.9,1049:21,79,10.6,1720:14
Thomas Chabot,D,2015,18,0,N/A,0:00,1,-0.2,7:09,63,3.6,1103:11,70,7.5,1700:13,71,4.6,1846:16,49,3.8,1287:55,59,6.1,1545:20
Evgeny Svechnikov,LW,2015,19,0,N/A,0:00,2,0.0,26:17,14,0.3,123:29,0,N/A,0:00,4,-0.1,33:18,21,0.7,248:11,72,1.1,774:22
Joel Eriksson Ek,C,2015,20,0,N/A,0:00,15,0.8,159:11,75,0.6,958:23,58,0.8,783:27,62,2.3,974:28,56,4.0,955:15,77,4.8,1430:31
Colin White,C,2015,21,0,N/A,0:00,2,0.0,27:25,21,0.4,280:14,71,2.6,1150:06,61,1.0,958:07,45,1.6,661:06,24,0.3,368:06
Ilya Samsonov,G,2015,22,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brock Boeser,RW,2015,23,0,N/A,0:00,9,0.8,145:55,62,6.8,1084:32,69,6.3,1322:18,57,4.4,1058:36,56,5.9,1081:54,71,4.4,1320:32
Travis Konecny,C,2015,24,0,N/A,0:00,70,2.7,986:20,81,5.7,1207:29,82,4.9,1251:20,66,6.7,1109:03,50,2.9,794:48,79,3.8,1391:27
Jack Roslovic,C,2015,25,0,N/A,0:00,1,-0.1,8:24,31,1.5,381:59,77,1.9,750:14,71,2.5,1057:50,48,3.0,811:19,81,4.5,1156:47
Noah Juulsen,D,2015,26,0,N/A,0:00,0,N/A,0:00,23,1.0,446:44,21,1.2,359:25,0,N/A,0:00,4,-0.2,47:52,8,0.0,117:24
Jacob Larsson,D,2015,27,0,N/A,0:00,4,0.0,65:43,0,N/A,0:00,49,1.3,838:37,60,1.7,968:34,46,1.2,799:59,6,0.0,91:38
Anthony Beauvillier,LW,2015,28,0,N/A,0:00,66,2.2,859:23,71,3.9,1031:24,81,2.8,1186:01,68,3.5,1173:41,47,4.0,770:51,75,2.4,1262:30
Gabriel Carlsson,D,2015,29,0,N/A,0:00,2,0.0,34:15,14,0.3,158:37,1,-0.1,9:21,6,0.0,65:16,14,0.3,206:59,38,1.8,466:09
Nicholas Merkley,RW,2015,30,0,N/A,0:00,0,N/A,0:00,1,0.0,13:30,0,N/A,0:00,4,0.2,45:27,27,0.5,310:41,9,0.2,111:42
Jeremy Roy,D,2015,31,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Christian Fischer,RW,2015,32,0,N/A,0:00,7,0.5,86:17,79,2.7,1098:29,71,1.3,935:02,56,0.7,617:10,52,0.1,662:58,53,-0.2,694:57
Mitchell Stephens,C,2015,33,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,38,-0.2,409:50,7,-0.2,66:17,27,-0.2,301:49
Travis Dermott,D,2015,34,0,N/A,0:00,0,N/A,0:00,37,3.1,591:47,64,2.1,1107:38,56,2.9,969:17,51,1.0,674:26,17,0.9,287:12
Sebastian Aho,RW,2015,35,0,N/A,0:00,82,5.9,1376:31,78,7.6,1397:37,82,9.8,1652:22,68,8.6,1320:49,56,7.2,1090:21,79,9.5,1497:21
Gabriel Gagne,RW,2015,36,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brandon Carlo,D,2015,37,0,N/A,0:00,82,5.2,1706:54,76,2.7,1462:01,72,4.3,1506:26,67,4.7,1371:59,27,1.4,505:09,79,3.9,1556:43
Paul Bittner,LW,2015,38,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
A.J. Greer,LW,2015,39,0,N/A,0:00,5,-0.1,68:17,17,0.2,125:41,15,0.1,94:01,0,N/A,0:00,1,0.0,8:33,9,0.2,70:42
Nicolas Meloche,D,2015,40,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,0.2,67:08,50,1.0,843:47
Ryan Gropp,LW,2015,41,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mackenzie Blackwood,G,2015,42,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Erik Cernak,D,2015,43,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,58,4.3,1116:33,67,3.2,1269:40,46,3.9,910:05,55,2.6,1053:25
Matthew Spencer,D,2015,44,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jakob Forsbacka Karlsson,C,2015,45,0,N/A,0:00,1,0.0,8:25,0,N/A,0:00,28,0.7,330:13,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Daniel Sprong,RW,2015,46,18,0.1,157:03,0,N/A,0:00,8,0.4,111:50,47,2.1,616:08,8,0.1,112:48,42,2.9,490:05,16,0.6,219:05
Jansen Harkins,C,2015,47,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,29,0.3,308:01,26,-0.1,218:19,77,0.4,729:42
Filip Chlapik,C,2015,48,0,N/A,0:00,0,N/A,0:00,20,0.0,201:27,5,0.0,69:19,31,0.2,271:52,1,0.0,7:11,0,N/A,0:00
Roope Hintz,LW,2015,49,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,58,1.6,815:16,60,4.2,884:56,41,5.3,747:31,80,8.9,1442:53
Jordan Greenway,LW,2015,50,0,N/A,0:00,0,N/A,0:00,6,0.0,68:39,81,1.7,1103:55,67,2.0,948:49,56,2.5,884:30,62,2.6,902:52
Brendan Guhle,D,2015,51,0,N/A,0:00,3,0.1,49:03,18,0.5,325:54,6,0.0,96:46,30,1.6,512:00,0,N/A,0:00,6,0.1,88:00
Jeremy Lauzon,D,2015,52,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,16,0.4,248:37,19,0.9,293:02,41,2.5,767:08,13,0.6,222:22
Rasmus Andersson,D,2015,53,0,N/A,0:00,1,-0.1,18:33,10,0.1,154:23,79,3.8,1267:07,70,3.8,1395:30,56,3.2,1188:33,82,8.6,1859:19
Graham Knott,LW,2015,54,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Yakov Trenin,C,2015,55,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,21,0.5,204:26,45,1.0,520:18,80,2.2,1173:24
Vince Dunn,D,2015,56,0,N/A,0:00,0,N/A,0:00,75,4.4,1292:19,78,7.2,1367:32,71,5.3,1155:10,43,2.7,827:43,73,4.1,1509:19
Jonas Siegenthaler,D,2015,57,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,26,1.0,367:59,64,2.3,1006:39,8,-0.4,140:35,70,2.4,1439:05
Kevin Stenlund,C,2015,58,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,4,-0.1,43:51,32,1.1,447:25,32,0.8,400:56,3,0.0,22:35
Julius Nattinen,C,2015,59,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Oliver Kylington,D,2015,60,1,0.0,17:22,0,N/A,0:00,0,N/A,0:00,38,1.5,472:02,48,1.2,657:55,8,0.1,104:39,73,7.2,1325:55
Jeremy Bracco,RW,2015,61,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Robin Kovacs,RW,2015,62,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kyle Capobianco,D,2015,63,0,N/A,0:00,0,N/A,0:00,1,-0.1,13:33,2,-0.1,32:09,9,0.3,132:52,2,-0.1,28:55,45,1.0,720:10
Dennis Yan,LW,2015,64,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Andrew Nielsen,D,2015,65,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Guillaume Brisebois,D,2015,66,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,8,-0.2,88:04,0,N/A,0:00,1,0.0,11:31,1,-0.1,4:13
Blake Speers,C,2015,67,0,N/A,0:00,3,0.0,28:27,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,-0.1,18:19
Martins Dzierkals,LW,2015,68,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Keegan Kolesar,RW,2015,69,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,12:06,44,0.7,420:02,77,1.1,974:05
Felix Sandstrom,G,2015,70,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jean-Christophe Beaudin,C,2015,71,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,22,-0.4,189:49,0,N/A,0:00,0,N/A,0:00
Anthony Cirelli,C,2015,72,0,N/A,0:00,0,N/A,0:00,18,1.6,238:10,82,4.4,1217:27,68,4.7,1255:21,50,1.8,887:21,76,3.9,1391:44
Vili Saarijarvi,D,2015,73,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexander Dergachyov,C,2015,74,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Daniel Vladar,G,2015,75,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Adin Hill,G,2015,76,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sam Montembeault,G,2015,77,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Erik Foley,LW,2015,78,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sergey Zborovskiy,D,2015,79,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brent Gates,C,2015,80,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brendan Warren,LW,2015,81,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mitchell Vande Sompel,D,2015,82,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jens Looke,RW,2015,83,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Deven Sideroff,RW,2015,84,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Thomas Novak,C,2015,85,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,27,0.1,318:26
Mike Robinson,G,2015,86,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Lukas Vejdemo,C,2015,87,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,0.1,56:09,0,N/A,0:00,6,0.0,63:49
Thomas Schemitsch,D,2015,88,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Aleksi Saarela,C,2015,89,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,9,0.5,110:14,0,N/A,0:00,0,N/A,0:00
Matej Tomek,G,2015,90,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dennis Gilbert,D,2015,91,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,12:46,21,0.0,329:49,3,0.0,20:09,0,N/A,0:00
William Borgen,D,2015,92,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,4,-0.3,66:12,0,N/A,0:00,10,-0.1,162:38,36,1.6,550:12
Callum Booth,G,2015,93,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Adam Musil,C,2015,94,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jesper Lindgren,D,2015,95,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nicolas Roy,C,2015,96,0,N/A,0:00,0,N/A,0:00,1,-0.1,10:46,6,-0.1,41:42,28,1.1,320:01,50,1.4,650:52,78,3.5,1267:39
Colton White,D,2015,97,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,-0.1,42:41,6,-0.1,83:55,2,-0.1,28:32,27,0.9,357:50
Samuel Dove-McFalls,LW,2015,98,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Austin Wagner,LW,2015,99,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,62,2.7,553:36,65,0.4,763:17,44,0.1,462:02,0,N/A,0:00
Anthony Richard,C,2015,100,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,7:22,1,0.0,4:10,0,N/A,0:00,0,N/A,0:00
Andrei Mironov,D,2015,101,0,N/A,0:00,0,N/A,0:00,10,0.7,110:28,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Denis Malgin,C,2015,102,0,N/A,0:00,47,0.8,528:12,51,2.3,706:30,50,0.9,644:28,8,-0.3,82:45,0,N/A,0:00,0,N/A,0:00
Chris Martenet,D,2015,103,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mikhail Vorobyev,C,2015,104,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,15,0.1,140:00,20,-0.1,208:36,0,N/A,0:00,0,N/A,0:00
Jesse Gabrielle,LW,2015,105,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Adam Helewka,LW,2015,106,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Christian Wolanin,D,2015,107,0,N/A,0:00,0,N/A,0:00,10,0.2,146:28,30,2.3,519:46,3,0.1,53:03,3,0.1,43:46,8,0.5,123:58
Michael Spacek,RW,2015,108,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Filip Ahl,LW,2015,109,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joren Van Pottelberghe,G,2015,110,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ales Stezka,G,2015,111,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Parker Wotherspoon,D,2015,112,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brad Morrison,C,2015,113,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dmitry Zhukenov,C,2015,114,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexandre Carrier,D,2015,115,0,N/A,0:00,2,0.1,20:47,0,N/A,0:00,0,N/A,0:00,3,0.2,32:20,19,1.0,380:54,77,6.4,1615:33
Glenn Gawdin,C,2015,116,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,0.0,48:28,2,0.0,18:29
Caleb Jones,D,2015,117,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,17,0.3,336:33,43,1.9,607:36,33,0.3,449:02,51,2.9,852:56
Jonne Tammela,RW,2015,118,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Daniel Bernhardt,RW,2015,119,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mathieu Joseph,RW,2015,120,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,70,2.5,795:06,37,0.2,426:18,56,2.3,612:13,11,1.6,185:09
Ryan Shea,D,2015,121,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Devante Stephens,D,2015,122,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Conor Garland,RW,2015,123,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,47,2.5,601:08,68,4.9,962:24,49,3.9,878:07,77,5.6,1263:20
Ethan Bear,D,2015,124,0,N/A,0:00,0,N/A,0:00,18,-0.1,335:23,0,N/A,0:00,71,4.0,1559:42,43,1.7,772:21,58,2.9,932:39
Dmytro Timashov,LW,2015,125,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,5,-0.1,59:31,1,-0.1,7:13,0,N/A,0:00
Luke Stevens,LW,2015,126,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Niko Mikkola,D,2015,127,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,5,0.4,71:49,30,-0.1,435:32,54,1.5,916:48
David Kase,RW,2015,128,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,6,0.1,58:40,1,0.0,10:58,0,N/A,0:00
Sam Ruopp,D,2015,129,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Karlis Cukste,D,2015,130,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matthew Bradley,C,2015,131,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Karch Bachman,LW,2015,132,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joseph Cecconi,D,2015,133,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matt Schmalz,RW,2015,134,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kirill Kaprizov,LW,2015,135,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,55,6.7,1006:22,81,12.8,1547:44
Pavel Karnaukhov,LW,2015,136,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dominik Simon,C,2015,137,3,0.1,18:13,2,0.0,26:05,33,1.1,376:56,71,2.3,946:04,64,1.1,922:04,11,-0.2,105:39,17,0.1,210:10
Spencer Smallman,RW,2015,138,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Christian Jaros,D,2015,139,0,N/A,0:00,0,N/A,0:00,2,0.0,15:56,61,0.8,876:24,13,0.3,136:42,7,-0.1,78:18,11,-0.2,121:07
Chase Pearson,C,2015,140,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.0,20:16
Veeti Vainio,D,2015,141,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Rudolfs Balcers,LW,2015,142,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,36,0.9,444:45,15,0.0,182:05,41,1.4,603:10,61,2.0,917:15
Connor Hobbs,D,2015,143,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Carl Neill,D,2015,144,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Karel Vejmelka,G,2015,145,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Luke Opilka,G,2015,146,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ryan Pilon,D,2015,147,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Troy Terry,C RW,2015,148,0,N/A,0:00,0,N/A,0:00,2,0.0,20:25,32,1.4,446:16,47,0.7,682:22,48,1.8,705:33,75,7.7,1367:44
Adam Gaudette,C,2015,149,0,N/A,0:00,0,N/A,0:00,5,0.0,63:56,56,0.5,613:09,59,3.0,730:38,7,0.3,85:24,50,0.5,572:22
Ryan Zuhlsdorf,D,2015,150,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Radovan Bondra,RW,2015,151,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Giorgio Estephan,C,2015,152,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kristian Oldham,G,2015,153,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
John Marino,D,2015,154,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,56,5.6,1133:35,52,2.3,1078:09,81,4.0,1671:35
Stephen Desrocher,D,2015,155,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jake Massie,D,2015,156,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
