Name,Position,Year,Selection,GPYr1,PSYr1,TOIYr1,GPYr2,PSYr2,TOIYr2,GPYr3,PSYr3,TOIYr3,GPYr4,PSYr4,TOIYr4,GPYr5,PSYr5,TOIYr5,GPYr6,PSYr6,TOIYr6,GPYr7,PSYr7,TOIYr7
Brett Seney,LW,2015,157,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,51,0.6,526:44,2,-0.1,19:52,0,N/A,0:00,2,0.0,14:02
Cooper Marody,C,2015,158,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,6,-0.1,41:28,0,N/A,0:00,0,N/A,0:00,1,0.1,6:04
Vladislav Gavrikov,D,2015,159,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,69,4.3,1309:34,55,1.7,1067:04,80,4.6,1782:58
Adam Parsells,D,2015,160,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sergei Boikov,D,2015,161,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Christopher Wilkie,RW,2015,162,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Markus Ruusu,G,2015,163,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Roy Radke,RW,2015,164,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Cameron Hughes,C,2015,165,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,9:53,1,-0.1,16:05,0,N/A,0:00
Andrew Mangiapane,LW,2015,166,0,N/A,0:00,0,N/A,0:00,10,-0.3,89:18,44,1.6,463:56,68,3.8,931:40,56,3.7,933:25,82,7.2,1289:37
Frederik Tiffels,LW,2015,167,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mason Appleton,C,2015,168,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,36,1.1,295:21,46,0.1,513:28,56,2.9,807:05,19,0.2,311:17
David Cotton,C,2015,169,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Patrick Holway,D,2015,170,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nicholas Boka,D,2015,171,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Andong Song,D,2015,172,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Colby Williams,D,2015,173,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Lukas Jasek,RW,2015,174,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tyler Moy,C,2015,175,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Liam Dunda,LW,2015,176,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Simon Bourque,D,2015,177,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Steven Ruggiero,D,2015,178,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Garrett Metcalf,G,2015,179,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Bokondji Imama,LW,2015,180,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,4,0.1,18:05
Joni Tuulola,D,2015,181,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ivan Chukarov,D,2015,182,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Erik Kallgren,G,2015,183,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Adam Huska,G,2015,184,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nikita Korostelev,RW,2015,185,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Steven Lorentz,C; LW,2015,186,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,45,0.3,469:45,67,0.8,729:32
Chaz Reddekopp,D,2015,187,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ivan Fedotov,G,2015,188,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Markus Nutivaara,D,2015,189,0,N/A,0:00,66,2.2,872:02,61,4.9,977:44,80,4.2,1414:23,37,2.2,589:05,30,1.4,479:16,1,0.1,7:01
Marcus Vela,C,2015,190,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gustav Olhaver,C,2015,191,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Patrick Shea,C,2015,192,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
John Kupsky,G,2015,193,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matt Roy,D,2015,194,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,25,1.3,428:16,70,5.2,1267:59,44,2.5,847:11,67,5.4,1405:54
Jack Becker,C,2015,195,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Riley Bruce,D,2015,196,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nikita Pavlychev,C,2015,197,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sami Niku,D,2015,198,0,N/A,0:00,0,N/A,0:00,1,0.2,15:13,30,0.7,417:32,17,0.6,274:42,6,-0.2,77:48,13,1.0,198:41
Joey Daccord,G,2015,199,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Adam Marsh,LW,2015,200,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gustav Bouramman,D,2015,201,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Petter Hansson,D,2015,202,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matteo Gennaro,C,2015,203,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jack Sadek,D,2015,204,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Evan Smith,G,2015,205,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ryan Bednard,G,2015,206,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jeremiah Addison,LW,2015,207,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Miroslav Svoboda,G,2015,208,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ziyat Paigin,D,2015,209,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tate Olson,D,2015,210,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
John Dahlstrom,RW,2015,211,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
