Name,Position,Year,Selection,GPYr1,PSYr1,TOIYr1,GPYr2,PSYr2,TOIYr2,GPYr3,PSYr3,TOIYr3,GPYr4,PSYr4,TOIYr4,GPYr5,PSYr5,TOIYr5,GPYr6,PSYr6,TOIYr6,GPYr7,PSYr7,TOIYr7
Jacob de La Rose,LW,2013,34,0,N/A,0:00,33,0.2,455:21,22,-0.6,273:34,9,-0.3,98:10,55,0.6,651:30,60,-0.4,686:24,34,0.0,340:39
J.T. Compher,LW,2013,35,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,21,0.4,313:31,69,0.9,1103:59,66,2.6,1153:24,67,2.6,1122:11
Zachary Fucale,G,2013,36,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Valentin Zykov,LW,2013,37,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,0.2,12:30,10,1.0,137:04,10,0.1,116:12,15,0.1,183:10
Connor Hurley,C,2013,38,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Laurent Dauphin,C,2013,39,0,N/A,0:00,0,N/A,0:00,8,0.1,90:31,24,0.0,261:50,2,-0.1,14:27,1,-0.1,12:19,0,N/A,0:00
Remi Elie,LW,2013,40,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,18,0.6,281:15,72,1.1,738:17,16,-0.3,165:36,0,N/A,0:00
Robert Hagg,D,2013,41,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,21:19,70,2.5,1269:43,82,3.3,1389:31,49,3.3,764:14
Steven Santini,D,2013,42,0,N/A,0:00,0,N/A,0:00,1,0.2,14:35,38,1.3,611:10,36,2.0,729:52,39,0.9,649:36,2,0.1,19:06
Nic Petan,C,2013,43,0,N/A,0:00,0,N/A,0:00,26,0.5,305:26,54,-0.1,588:36,15,0.2,126:12,5,0.0,43:32,16,-0.2,177:54
Tristan Jarry,G,2013,44,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nick Sorensen,RW,2013,45,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,5,0.0,54:27,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gustav Olofsson,D,2013,46,0,N/A,0:00,0,N/A,0:00,2,0.0,18:23,13,0.3,175:16,41,1.2,523:44,0,N/A,0:00,3,-0.3,24:19
Thomas Vannelli,D,2013,47,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Zach Nastasiuk,RW,2013,48,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gabryel Boudreau,LW,2013,49,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dillon Heatherington,D,2013,50,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,6,0.4,65:06,5,0.5,50:56,0,N/A,0:00
Carl Dahlstrom,D,2013,51,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,11,0.4,192:39,38,1.5,706:58,15,0.0,221:28
Justin Bailey,RW,2013,52,0,N/A,0:00,0,N/A,0:00,8,-0.2,92:49,32,0.1,340:14,12,0.5,135:20,11,0.0,63:05,2,0.0,10:39
Madison Bowey,D,2013,53,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,51,1.5,699:23,17,0.5,309:16,53,2.3,949:07
Philippe Desrosiers,G,2013,54,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Artturi Lehkonen,LW,2013,55,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,73,3.4,1011:42,66,1.4,1088:08,82,2.3,1275:43,70,2.4,1079:57
Marc-Olivier Roy,C,2013,56,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
William Carrier,LW,2013,57,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,41,0.8,369:02,37,-0.3,327:07,54,0.7,537:00,71,1.4,700:56
Tyler Bertuzzi,LW,2013,58,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,-0.1,63:45,48,1.8,691:12,73,5.2,1205:41,71,4.3,1371:19
Eric Comrie,G,2013,59,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Linus Arnesson,D,2013,60,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Zachary Sanford,LW,2013,61,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,13,0.6,159:02,0,N/A,0:00,60,2.0,754:44,58,3.9,796:31
Pavel Laplante,C,2013,62,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Spencer Martin,G,2013,63,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jonathan Diaby,D,2013,64,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Adam Tambellini,C,2013,65,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brett Pesce,D,2013,66,0,N/A,0:00,0,N/A,0:00,69,3.6,1295:00,82,6.5,1738:45,65,3.4,1358:46,73,7.9,1495:51,61,3.9,1334:48
Keegan Kanzig,D,2013,67,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Niklas Hansson,D,2013,68,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nicholas Baptiste,RW,2013,69,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,14,0.6,129:21,33,0.4,328:54,0,N/A,0:00,0,N/A,0:00
Eamon McAdam,G,2013,70,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Connor Crisp,LW,2013,71,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tyrell Goulbourne,LW,2013,72,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,9,-0.2,50:15,2,0.0,14:49,0,N/A,0:00
Ryan Kujawinski,C,2013,73,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
John Hayden,C,2013,74,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,12,0.4,140:13,47,0.8,508:46,54,-0.6,494:42,43,0.0,417:46
Pavel Buchnevich,LW,2013,75,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,41,2.3,543:36,74,4.0,1111:03,64,4.0,971:11,68,4.1,1151:13
Taylor Cammarata,C/LW,2013,76,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jake Guentzel,C,2013,77,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,40,4.4,635:26,82,4.4,1351:52,82,9.4,1586:45,39,5.5,804:30
Marcus Hogberg,G,2013,78,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mattias Janmark,C,2013,79,0,N/A,0:00,0,N/A,0:00,73,3.6,1034:33,0,N/A,0:00,81,2.9,1371:01,81,1.3,1232:32,62,1.3,906:26
Anthony Duclair,LW,2013,80,0,N/A,0:00,18,0.7,218:49,81,5.8,1164:08,58,0.7,771:22,23,0.5,299:53,21,1.7,287:29,66,4.5,1073:13
Kurtis Gabriel,RW,2013,81,0,N/A,0:00,0,N/A,0:00,3,0.0,13:29,13,0.0,75:39,0,N/A,0:00,22,0.4,162:12,0,N/A,0:00
Carter Verhaeghe,C,2013,82,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,52,0.9,486:48
Bogdan Yakimov,C,2013,83,0,N/A,0:00,1,-0.1,11:19,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jimmy Lodge,C,2013,84,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Cole Cassels,C,2013,85,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sven Andrighetto,RW,2013,86,0,N/A,0:00,12,0.4,112:58,44,1.7,621:11,19,1.9,332:28,50,1.4,724:19,64,1.6,708:23,0,N/A,0:00
Keaton Thompson,D,2013,87,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Anton Slepyshev,LW,2013,88,0,N/A,0:00,0,N/A,0:00,11,-0.2,95:36,41,1.0,455:42,50,0.7,590:31,0,N/A,0:00,0,N/A,0:00
Oliver Bjorkstrand,RW,2013,89,0,N/A,0:00,0,N/A,0:00,12,1.3,191:43,26,1.7,366:20,82,3.4,1171:58,77,4.8,950:03,49,4.9,879:08
Peter Cehlarik,LW,2013,90,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,11,0.0,153:03,6,0.2,83:36,20,0.7,251:52,3,0.0,33:48
J.C. Lipon,RW,2013,91,0,N/A,0:00,0,N/A,0:00,9,0.0,62:42,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Evan Cowley,G,2013,92,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mason Geertsen,D,2013,93,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jackson Houck,RW,2013,94,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Felix Girard,C,2013,95,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kyle Platzer,C,2013,96,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Michael Downing,D,2013,97,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matt Buckles,C,2013,98,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Juuse Saros,G,2013,99,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Miles Wood,LW,2013,100,0,N/A,0:00,0,N/A,0:00,1,0.0,13:06,60,0.9,771:09,76,3.6,946:53,63,1.9,862:44,68,1.4,899:52
Nicholas Paul,LW,2013,101,0,N/A,0:00,0,N/A,0:00,24,0.1,292:39,1,-0.1,16:29,11,-0.1,86:52,20,-0.4,169:29,56,1.6,808:45
Tobias Lindberg,RW,2013,102,0,N/A,0:00,0,N/A,0:00,6,0.1,95:02,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Justin Auger,RW,2013,103,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,-0.1,15:59,0,N/A,0:00,0,N/A,0:00
Andrew Copp,C,2013,104,0,N/A,0:00,1,0.2,13:16,77,1.5,616:15,64,1.7,789:58,82,2.4,1126:09,69,2.9,839:04,63,1.6,1114:52
Nick Moutrey,C/LW,2013,105,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Stephon Williams,G,2013,106,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dylan Labbe,D,2013,107,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ben Harpur,D,2013,108,0,N/A,0:00,0,N/A,0:00,5,0.2,68:18,6,0.0,106:49,41,-0.9,610:20,51,0.4,898:39,0,N/A,0:00
David Pope,LW,2013,109,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ryan Graves,D,2013,110,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,26,1.3,288:42,69,7.2,1307:03
Robin Norell,D,2013,111,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Zach Pochiro,LW,2013,112,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Aidan Muir,W,2013,113,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jan Kostalek,D,2013,114,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jordan Subban,D,2013,115,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Martin Reway,LW,2013,116,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Fredrik Bergvik,G,2013,117,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Hudson Fasching,RW,2013,118,0,N/A,0:00,0,N/A,0:00,7,0.3,80:39,10,-0.1,104:05,5,-0.1,48:30,0,N/A,0:00,0,N/A,0:00
Ryan Segalla,D,2013,119,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ryan Fitzgerald,C,2013,120,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tyler Motte,C,2013,121,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,33,0.6,375:46,15,0.1,208:19,74,0.7,945:20,34,0.0,445:58
Christopher Clapperton,LW,2013,122,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Will Butcher,D,2013,123,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,81,6.6,1301:12,78,4.1,1503:25,56,3.1,1003:22
Kristers Gudlevskis,G,2013,124,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Saku Maenalanen,RW,2013,125,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,34,0.7,320:39,0,N/A,0:00
Brent Pedersen,LW,2013,126,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tucker Poolman,D,2013,127,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,24,0.7,301:31,0,N/A,0:00,57,2.8,994:33
Evan Campbell,LW,2013,128,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Calvin Petersen,G,2013,129,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gustav Possler,RW,2013,130,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Cole Ully,LW,2013,131,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Terrance Amorosa,D,2013,132,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Connor Clifton,D,2013,133,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,19,0.8,336:24,31,1.1,447:04
Luke Johnson,C,2013,134,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,15,-0.5,162:11,3,-0.2,34:45
Eric Roy,D,2013,135,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Victor CrusRydberg,C,2013,136,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Carson Soucy,D,2013,137,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,-0.1,44:32,0,N/A,0:00,55,4.0,859:35
Vincent Dunn,C,2013,138,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mitchell Wheaton,D,2013,139,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Teemu Kivihalme,D,2013,140,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Michael Brodzinski,D,2013,141,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Fabrice Herzog,RW,2013,142,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Anthony Florentino,D,2013,143,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Blake Heinrich,D,2013,144,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Anton Cederholm,D,2013,145,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Patrik Bartosak,G,2013,146,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Grant Besse,RW,2013,147,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jonny Brodzinski,C,2013,148,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,6,0.2,73:43,35,0.7,332:41,13,0.3,129:00,3,0.1,22:12
Matej Paulovic,LW,2013,149,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Wiley Sherman,D,2013,150,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gage Ausmus,D,2013,151,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joshua Brown,D,2013,152,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,37,0.5,492:07,56,1.5,751:24
Ben Storm,D,2013,153,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Henri Ikonen,LW,2013,154,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Emil Pettersson,C,2013,155,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tyler Ganly,D,2013,156,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
