Name,Position,Year,Selection,GPYr1,PSYr1,TOIYr1,GPYr2,PSYr2,TOIYr2,GPYr3,PSYr3,TOIYr3,GPYr4,PSYr4,TOIYr4,GPYr5,PSYr5,TOIYr5,GPYr6,PSYr6,TOIYr6,GPYr7,PSYr7,TOIYr7
Adrian Kempe,LW,2014,29,0,N/A,0:00,0,N/A,0:00,25,0.4,305:46,81,4.2,1079:49,81,2.0,1174:31,69,2.4,1104:50,56,2.5,948:13
John Quenneville,C,2014,30,0,N/A,0:00,0,N/A,0:00,12,0.4,164:23,2,-0.2,26:35,19,-0.1,214:59,9,-0.2,99:26,0,N/A,0:00
Brendan Lemieux,LW,2014,31,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,9,0.2,71:28,19,0.4,243:44,59,0.4,759:21,18,0.3,179:31
Jayce Hawryluk,C,2014,32,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,42,1.0,396:06,11,0.8,143:05,30,0.0,289:13
Ivan Barbashev,C/LW,2014,33,0,N/A,0:00,0,N/A,0:00,30,1.5,353:44,53,1.0,646:28,80,2.5,921:08,69,2.4,928:15,38,1.0,507:25
Mason McDonald,G,2014,34,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dominik Masin,D,2014,35,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Thatcher Demko,G,2014,36,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alex Nedeljkovic,G,2014,37,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Marcus Pettersson,D,2014,38,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,22,1.2,299:23,57,3.5,1022:45,69,4.3,1338:40,47,1.9,774:48
Vitek Vanecek,G,2014,39,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Andreas Englund,D,2014,40,0,N/A,0:00,0,N/A,0:00,5,-0.2,53:09,1,0.1,11:21,3,-0.1,40:00,24,-0.1,261:45,0,N/A,0:00
Joshua Jacobs,D,2014,41,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,14:54,2,0.1,33:11,0,N/A,0:00
Vladislav Kamenev,LW,2014,42,0,N/A,0:00,0,N/A,0:00,2,-0.1,20:07,3,-0.1,26:28,23,0.3,207:54,38,0.2,341:06,0,N/A,0:00
Ryan MacInnis,C,2014,43,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,10,0.0,93:31,16,-0.4,159:35
Eric Cornel,C,2014,44,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brett Pollock,LW,2014,45,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Julius Bergman,D,2014,46,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ryan Collins,D,2014,47,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nicolas Aube-Kubel,RW,2014,48,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,9,0.0,50:18,36,1.6,406:26,50,0.4,558:40
Vaclav Karabacek,RW,2014,49,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Roland McKeown,D,2014,50,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,10,0.7,134:06,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jack Dougherty,D,2014,51,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Maxim Letunov,C,2014,52,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.2,27:14,0,N/A,0:00
Noah Rod,RW,2014,53,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Hunter Smith,RW,2014,54,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brandon Montour,D,2014,55,0,N/A,0:00,0,N/A,0:00,27,2.3,469:17,80,6.9,1637:35,20,1.6,435:24,54,4.4,1052:55,12,1.4,243:51
Ryan Donato,C,2014,56,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,12,1.2,176:21,22,1.4,341:56,62,2.8,659:22,50,1.3,630:31
Johnathan McLeod,D,2014,57,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Christian Dvorak,LW,2014,58,0,N/A,0:00,0,N/A,0:00,78,3.6,1218:06,78,2.8,1281:49,20,0.5,287:42,70,4.3,1168:44,56,3.1,1030:47
Brandon Halverson,G,2014,59,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alex Lintuniemi,D,2014,60,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jonas Johansson,G,2014,61,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Justin Kirkland,LW,2014,62,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dominic Turgeon,C,2014,63,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,5,-0.2,46:10,4,-0.2,50:21,0,N/A,0:00,0,N/A,0:00
Brandon Hickey,D,2014,64,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Juho Lammikko,RW,2014,65,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,40,-0.4,437:16,0,N/A,0:00,44,-0.3,476:34
Nikita Tryamkin,D,2014,66,0,N/A,0:00,13,0.4,227:45,66,2.2,1104:51,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Warren Foegele,LW,2014,67,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,0.6,23:51,77,0.4,962:01,68,3.1,932:15,53,2.0,750:10
Rinat Valiev,D,2014,68,0,N/A,0:00,10,0.1,122:30,0,N/A,0:00,2,0.0,23:37,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jack Glover,D,2014,69,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Miles Gendron,D,2014,70,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Connor Chatham,RW,2014,71,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alex Schoenborn,RW,2014,72,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brett Lernout,D,2014,73,0,N/A,0:00,1,0.0,6:30,2,0.0,37:59,18,0.0,301:03,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brycen Martin,D,2014,74,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexander Peters,D,2014,75,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Elvis Merzlikins,G,2014,76,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Blake Siebenaler,D,2014,77,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ilya Sorokin,G,2014,78,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brayden Point,C,2014,79,0,N/A,0:00,0,N/A,0:00,68,4.7,1164:58,82,7.5,1608:49,79,11.4,1494:36,66,7.7,1247:31,56,5.8,1032:25
Louis Belpedio,D,2014,80,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.3,15:47,2,0.0,26:16,0,N/A,0:00,1,-0.1,13:58
Dylan Sadowy,LW,2014,81,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jake Walman,D,2014,82,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.1,11:04,24,0.0,347:06
Matheson Iacopelli,RW,2014,83,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kyle Wood,D,2014,84,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Keegan Iverson,C/RW,2014,85,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mark Friedman,D,2014,86,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,12:33,6,0.2,81:32,5,0.8,55:21
Anton Karlsson,RW,2014,87,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Beau Starrett,C/LW,2014,88,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nathan Walker,LW,2014,89,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,-0.1,20:40,3,0.1,24:26,5,0.1,55:39,8,-0.1,107:59
Michael Amadio,C,2014,90,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,37,0.6,344:31,43,1.3,438:52,68,0.5,885:24,5,0.1,64:57
William Lagesson,D,2014,91,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,8,-0.2,94:55,19,0.5,268:51
Joe Wegwerth,RW,2014,92,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nicholas Magyar,RW,2014,93,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ville Husso,G,2014,94,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Linus Soderstrom,G,2014,95,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Josh Wesley,D,2014,96,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Lucas Wallmark,C,2014,97,0,N/A,0:00,0,N/A,0:00,8,0.1,86:56,11,-0.1,104:26,81,1.7,1198:09,7,0.1,87:13,4,-0.2,42:05
Frederik Olofsson,LW,2014,98,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Chase De Leo,C,2014,99,0,N/A,0:00,2,0.0,18:50,0,N/A,0:00,0,N/A,0:00,1,0.0,12:32,1,0.0,14:59,1,-0.1,13:26
Shane Eiserman,C/LW,2014,100,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nelson Nogier,D,2014,101,0,N/A,0:00,0,N/A,0:00,10,-0.1,117:08,0,N/A,0:00,1,0.0,10:06,0,N/A,0:00,0,N/A,0:00
Alexis Vanier,D,2014,102,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
John Piccinich,RW,2014,103,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ryan Mantha,D,2014,104,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Michael Prapavessis,D,2014,105,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Christoffer Ehn,C,2014,106,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,60,-0.1,636:51,54,-0.9,562:09,0,N/A,0:00
Julien Pelletier,LW,2014,107,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Devon Toews,D,2014,108,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,48,3.8,858:59,68,5.0,1394:50,53,7.2,1312:54
Kaapo Kahkonen,G,2014,109,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Austin Poganski,RW,2014,110,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,5:54,5,-0.1,37:49
Zachary Nagelvoort,G,2014,111,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Viktor Arvidsson,LW,2014,112,6,-0.1,61:32,56,1.2,694:28,80,8.7,1372:23,78,7.6,1384:22,58,7.0,1110:27,57,2.6,923:31,50,2.7,830:14
Sam Lafferty,C/LW,2014,113,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,50,1.3,481:02,34,-0.3,332:23
Alexis Pepin,LW,2014,114,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brent Moran,G,2014,115,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Danton Heinen,C/LW,2014,116,0,N/A,0:00,0,N/A,0:00,8,-0.3,105:52,77,4.9,1156:42,77,3.3,1075:44,9,0.3,147:09,43,0.9,634:52
Michael Bunting,LW,2014,117,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,5,0.1,47:47,0,N/A,0:00,21,1.8,350:32
Igor Shesterkin,G,2014,118,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ben Thomas,D,2014,119,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,5,0.1,71:11
Steven Johnson,D,2014,120,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Maxwell Willman,C,2014,121,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Richard Nejezchleb,LW,2014,122,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matthew Berkovitz,D,2014,123,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jaedon Descheneau,RW,2014,124,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nikolas Koberstein,D,2014,125,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gustav Forsling,D,2014,126,0,N/A,0:00,0,N/A,0:00,38,1.3,563:07,41,2.3,785:24,43,0.7,734:35,0,N/A,0:00,43,4.1,857:33
Clark Bishop,C,2014,127,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,20,0.0,189:08,5,0.0,38:15,13,0.2,123:08
Dakota Joshua,C,2014,128,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,12,-0.1,107:37
Clinston Franklin,LW,2014,129,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,6:26,0,N/A,0:00
Liam Coughlin,C/LW,2014,130,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ryan Rehill,D,2014,131,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joonas Lyytinen,D,2014,132,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dysin Mayo,D,2014,133,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Shane Gersich,C/LW,2014,134,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,0.0,27:03,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Miro Karjalainen,D,2014,135,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Chase Perry,G,2014,136,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tyler Bird,RW,2014,137,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Oskar Lindblom,LW,2014,138,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,23,0.4,335:28,81,2.7,1113:15,30,2.2,528:15,50,0.7,659:05
Tanner Faith,D,2014,139,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Daniel Walcott,D,2014,140,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,10:03
Luc Snuggerud,D,2014,141,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tyler Nanne,D,2014,142,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Miguel Fidler,LW,2014,143,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Anton Lindholm,D,2014,144,0,N/A,0:00,0,N/A,0:00,12,-0.4,177:01,48,1.3,632:07,2,-0.1,14:21,4,0.2,47:07,0,N/A,0:00
Anthony Angello,C,2014,145,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,8,0.1,45:45,19,0.5,151:41
Anders Bjork,LW,2014,146,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,30,1.1,370:25,20,0.0,235:59,58,1.8,749:59,15,0.4,255:30
Daniel Audette,C,2014,147,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Andreas Soderberg,D,2014,148,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Rourke Chartier,C,2014,149,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,13,-0.2,122:14,0,N/A,0:00,0,N/A,0:00
Alec Dillon,G,2014,150,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Christopher Brown,C,2014,151,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Joey Dudek,C,2014,152,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tyler Vesel,C,2014,153,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Aaron Haydon,D,2014,154,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kyle Schempp,C,2014,155,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kyle Pettit,C,2014,156,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
