Name,Position,Year,Selection,GPYr1,PSYr1,TOIYr1,GPYr2,PSYr2,TOIYr2,GPYr3,PSYr3,TOIYr3,GPYr4,PSYr4,TOIYr4,GPYr5,PSYr5,TOIYr5,GPYr6,PSYr6,TOIYr6,GPYr7,PSYr7,TOIYr7
William Wrenn,D,2009,43,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Drew Shore,C,2009,44,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,43,0.4,679:42,24,0.8,287:52,11,0.0,117:18,2,0.1,27:59
Jeremy Morin,LW,2009,45,0,N/A,0:00,9,0.4,108:52,3,-0.1,26:35,3,0.3,39:04,24,1.6,219:57,28,0.4,322:34,0,N/A,0:00
Robin Lehner,G,2009,46,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ethan Werek,C,2009,47,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brett Ponich,D,2009,48,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Stefan Elliott,D,2009,49,0,N/A,0:00,0,N/A,0:00,39,2.9,668:32,18,0.6,315:05,1,0.2,16:51,5,-0.1,69:40,2,-0.1,27:01
Kenny Ryan,RW,2009,50,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brian Dumoulin,D,2009,51,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,6,0.3,115:24,8,0.3,125:22,79,3.7,1491:58
Richard Panik,RW,2009,52,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,25,0.9,283:13,50,0.2,634:37,76,1.4,885:00,30,1.2,325:01
Anton Rodin,RW,2009,53,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Eric Gelinas,D,2009,54,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,15:59,60,5.3,1015:26,61,4.0,1004:07,6,0.2,76:09
Dmitry Orlov,D,2009,55,0,N/A,0:00,0,N/A,0:00,60,3.4,1012:29,5,0.6,74:43,54,2.4,1058:17,0,N/A,0:00,82,5.9,1314:10
Kevin Lynch,C,2009,56,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Taylor Doherty,D,2009,57,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jesse Blacker,D,2009,58,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.2,6:03,0,N/A,0:00
Brandon Pirri,C,2009,59,0,N/A,0:00,1,-0.1,8:56,5,0.2,67:35,1,0.0,17:55,21,1.9,292:42,49,4.2,723:43,9,0.7,114:35
Tomas Tatar,C,2009,60,0,N/A,0:00,9,0.1,86:25,0,N/A,0:00,18,1.0,204:44,73,5.3,1047:36,82,7.7,1330:18,81,5.8,1162:27
Philip Samuelsson,D,2009,61,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,5,0.0,77:52,4,-0.2,67:32,4,0.0,63:33
Anders Nilsson,G,2009,62,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ben Hanowski,W,2009,63,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,5,0.1,66:28,11,0.0,79:43,0,N/A,0:00,0,N/A,0:00
Tyson Barrie,D,2009,64,0,N/A,0:00,0,N/A,0:00,10,0.0,176:28,32,1.3,690:37,64,7.6,1186:41,80,9.4,1709:14,78,7.2,1809:34
Joonas Nattinen,C,2009,65,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,0.0,1:45,0,N/A,0:00,0,N/A,0:00
Brayden McNabb,D,2009,66,0,N/A,0:00,0,N/A,0:00,25,1.4,445:58,0,N/A,0:00,12,0.4,206:44,71,5.0,1128:50,81,4.2,1524:01
Josh Birkholz,RW,2009,67,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jamie Devane,LW,2009,68,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,-0.1,11:43,0,N/A,0:00,0,N/A,0:00
Reilly Smith,RW,2009,69,0,N/A,0:00,0,N/A,0:00,3,-0.2,25:12,37,0.6,403:56,82,6.9,1205:55,81,4.1,1247:26,82,6.6,1526:06
Taylor Beck,RW,2009,70,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,16,0.7,257:30,7,-0.2,89:53,62,1.2,739:39,2,0.0,16:58
Troy Hesketh,D,2009,71,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Michael Latta,C,2009,72,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,17,0.3,131:05,53,0.1,444:03,43,0.5,347:41
Alexander Urbom,D,2009,73,0,N/A,0:00,8,0.2,100:38,5,0.4,67:59,1,-0.1,14:11,20,0.7,292:07,0,N/A,0:00,0,N/A,0:00
Ryan Howse,LW,2009,74,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Andrej Nestrasil,RW,2009,75,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,41,2.2,577:12,55,2.7,789:18
Igor Bobkov,G,2009,76,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Matt Hackett,G,2009,77,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sergei Andronov,RW,2009,78,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mac Bennett,D,2009,79,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Ryan Bourque,C,2009,80,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.1,11:49,0,N/A,0:00
Adam Morrison,G,2009,81,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Cameron Abney,RW,2009,82,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kevin Connauton,D,2009,83,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,36,0.9,551:54,54,3.8,908:41,38,1.7,667:10
Nicolas Deslauriers,D,2009,84,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,17,-0.5,223:25,82,-0.2,973:29,70,0.4,722:59
Cody Eakin,C,2009,85,0,N/A,0:00,0,N/A,0:00,30,1.0,278:18,48,2.2,724:04,81,2.8,1403:51,78,4.0,1341:05,82,3.4,1342:11
Ryan Button,D,2009,86,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Simon Bertilsson,D,2009,87,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mattias Lindstrom,LW,2009,88,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Dan Delisle,C/LW,2009,89,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gleason Fournier,D,2009,90,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mike Lee,G,2009,91,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Casey Cizikas,C,2009,92,0,N/A,0:00,0,N/A,0:00,15,0.2,159:01,45,1.5,485:24,80,0.1,1069:53,70,1.3,876:11,80,2.6,1014:33
Alex Hutchings,LW,2009,93,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
David Savard,D,2009,94,0,N/A,0:00,0,N/A,0:00,31,1.9,513:49,4,-0.2,52:48,70,3.7,1248:01,82,6.4,1881:24,65,3.8,1506:13
Jean-Francois Berube,G,2009,95,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Linden Vey,RW,2009,96,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,18,0.2,218:24,75,2.0,987:51,41,0.6,645:49
Jordan Szwarz,RW,2009,97,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,26,0.0,224:49,9,0.0,121:13,0,N/A,0:00
Craig Smith,C,2009,98,0,N/A,0:00,0,N/A,0:00,72,3.4,1021:30,44,0.3,609:42,79,7.0,1295:33,82,5.8,1290:43,82,4.7,1245:09
Kyle Bigos,D,2009,99,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Chris Wideman,D,2009,100,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,64,2.7,892:49
Toni Rajala,LW,2009,101,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mattias Ekholm,D,2009,102,0,N/A,0:00,0,N/A,0:00,2,-0.1,24:50,1,-0.1,16:05,62,1.4,1042:38,80,5.0,1520:42,82,7.8,1659:49
Kris Foucault,LW,2009,103,0,N/A,0:00,0,N/A,0:00,1,0.0,8:50,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Marcus Foligno,LW,2009,104,0,N/A,0:00,0,N/A,0:00,14,2.0,221:25,47,1.2,640:29,74,0.8,1114:37,57,1.6,924:50,75,2.5,988:50
Justin Weller,D,2009,105,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Sami Vatanen,D,2009,106,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,8,0.8,126:33,48,3.9,837:40,67,6.7,1437:57,71,8.0,1513:17
Garrett Wilson,LW,2009,107,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,3,-0.1,31:00,2,-0.1,17:41,29,-0.6,271:48
Tyler Shattock,RW,2009,108,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alexander Avtsin,RW,2009,109,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nick Oliver,C/LW,2009,110,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Henrik Bjorklund,RW,2009,111,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Lane MacDermid,LW,2009,112,0,N/A,0:00,0,N/A,0:00,5,-0.2,44:31,6,0.6,30:35,1,0.0,4:08,0,N/A,0:00,0,N/A,0:00
Jeremy Price,D,2009,113,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Seth Helgeson,D,2009,114,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,22,1.0,296:12,19,0.1,265:10
Patrick Wey,D,2009,115,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,9,0.4,131:16,0,N/A,0:00,0,N/A,0:00
Alex Fallstrom,RW,2009,116,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Eddie Pasquale,G,2009,117,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Byron Froese,C,2009,118,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,56,-0.8,707:04
Ben Chiarot,D,2009,119,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,1,-0.2,10:47,40,2.1,680:55,70,1.1,1012:03
Nick Petersen,RW,2009,120,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Anton Klementyev,D,2009,121,1,0.0,6:20,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Alex Velischek,D,2009,122,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Kieran Millan,G,2009,123,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Cody Sol,D,2009,124,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
David Kolomatis,D,2009,125,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Roman Horak,C,2009,126,0,N/A,0:00,0,N/A,0:00,61,0.8,622:02,20,0.3,290:33,2,0.1,24:11,0,N/A,0:00,0,N/A,0:00
Eric Knodel,D,2009,127,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Tomas Vincour,C,2009,128,0,N/A,0:00,24,-0.3,226:15,47,0.6,485:29,2,0.0,18:07,0,N/A,0:00,7,0.0,50:13,0,N/A,0:00
Mike Hoffman,C/LW,2009,129,0,N/A,0:00,0,N/A,0:00,1,-0.1,9:01,3,-0.1,36:57,25,0.3,329:38,79,7.2,1149:46,78,7.6,1368:22
Matt Kennedy,RW,2009,130,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gabriel Bourque,LW,2009,131,0,N/A,0:00,0,N/A,0:00,43,1.9,549:55,34,2.4,538:18,74,2.0,1024:01,69,-0.2,828:59,22,0.1,272:01
Olivier Roy,G,2009,132,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Mark Adams,D,2009,133,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Corban Knight,C,2009,134,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,7,0.1,55:33,2,0.0,12:48,20,0.8,192:38
Radoslav Illo,C,2009,135,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Thomas Larkin,D,2009,136,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Wade Megan,C,2009,137,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Gabriel Dumont,C,2009,138,0,N/A,0:00,0,N/A,0:00,3,-0.1,25:41,10,0.3,96:47,2,0.0,13:40,3,-0.1,27:22,0,N/A,0:00
Scott Stajcer,G,2009,139,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Spencer Bennett,LW,2009,140,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Nic Riopel,G,2009,141,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Peter Andersson,D,2009,142,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Derek Rodwell,LW,2009,143,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brett Flemming,D,2009,144,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jeff Costello,LW,2009,145,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Phil Varone,C,2009,146,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,9,0.1,102:40,28,-0.3,376:26,1,0.1,9:29
Michael Zador,G,2009,147,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Marcus Kruger,C,2009,148,0,N/A,0:00,7,-0.3,83:43,71,2.2,1093:22,47,0.8,665:47,81,2.0,1123:50,81,0.8,1060:09,41,-0.7,554:22
Nick Jensen,D,2009,149,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Andy Bathgate,C,2009,150,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Anders Lee,C,2009,151,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,2,0.2,16:24,22,2.1,345:54,76,5.9,1093:53,80,3.7,1166:07
Dave Labrecque,C,2009,152,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Brandon Maxwell,G,2009,153,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jimmy Bubnick,C,2009,154,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Michael Pelech,C/LW,2009,155,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Evan Bloodoff,LW,2009,156,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00
Jerry D'Amigo,RW,2009,157,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,0,N/A,0:00,22,0.1,177:01,9,-0.3,87:34,0,N/A,0:00
