overall,expected_draft_value,value_ceiling_97pct,value_floor_3pct,raw_model_output,raw_floor_3pct,raw_ceiling_97pct
1,100.0,108.46670083043745,91.73602823208907,69.35758614793171,63.62589480976213,75.22988547029001
2,88.63967015892746,93.63316813013105,83.81979484292512,61.47833559172063,58.13538641720142,64.94170524889338
3,81.00031464625232,85.94857391020624,76.08877461684999,56.17986301087021,52.77333740378733,59.61185619269005
4,75.99801253830674,80.4827730722436,71.5604602037611,52.71038701697204,49.63260783367999,55.82090866782574
5,72.54884291142284,76.14964165401348,68.92506111668527,50.31812622161774,47.80475864151957,52.815553311523686
6,69.73982661727867,72.91737469525029,66.62736477184788,48.369860325497264,46.211131919731095,50.57373097106838
7,67.34175160893574,70.44617844507559,64.41597764107578,46.70661338569379,44.67736718544157,48.859768902969
8,65.2963476148015,68.3809608041168,62.4109212104222,45.28797054838891,43.28670844423636,47.427383798498724
9,63.54534436328338,66.61418406136939,60.63762931607709,44.073516959764135,42.05679599096166,46.20199009710607
10,62.03047158278877,64.99875712655948,59.130384052561084,43.02283776600102,41.011407058857934,45.081568969138395
11,60.69345900172513,63.548808313294884,57.87079926266934,42.09551811328112,40.13778945310251,44.075919471877484
12,59.476036348499875,62.16693830612005,56.715535211382736,41.251143147785974,39.336526193495324,43.117487791198776
13,58.319933351520405,60.85508812214024,55.65343499577615,40.449298015697124,38.59987912147862,42.207620169713174
14,57.166879739194215,59.63287322531781,54.56354589970677,39.64956786319615,37.843958352755386,41.3599214197367
15,55.958605239928644,58.392307956626354,53.410125495148165,38.81153783646454,37.04397380201583,40.499495294782704
16,54.64904790858489,57.095705184146766,52.15351911532152,37.90326048222124,36.17242194958716,39.600202909863704
17,53.24097910583908,55.678926696456216,50.75653800799053,36.92665794933466,35.203509574599735,38.61755954973837
18,51.749378518820976,54.15717393122368,49.27156942935902,35.892119787210525,34.173571213405666,37.56210856463368
19,50.18922583466047,52.552109873113025,47.757102218750475,34.810035545254635,33.12317331312567,36.448874877800094
20,48.57550074048734,50.85999074632541,46.1737558321984,33.690794772872714,32.02500247905265,35.27526189671274
21,46.92318292343143,49.12792079059049,44.59902017707967,32.54478701947054,30.93280384045148,34.073939985021454
22,45.24725207062259,47.35728620884282,42.9962462246526,31.382401834453876,29.821158515640263,32.845870579620744
23,43.56268786919061,45.57009325269349,41.41846318450973,30.21402876722848,28.72684628434572,31.6063166854297
24,41.88447000626535,43.78424509858996,39.859504518868135,29.05005736720011,27.6455901848127,30.3676955134761
25,40.22757816897662,42.01682439143818,38.33364976568679,27.90087718377453,26.58729415988264,29.14185517391692
26,38.60699204445426,40.29233428478717,36.82160845893753,26.776877766357504,25.53857880796171,27.945790462583886
27,37.03769131982808,38.64737294014582,35.335047304689084,25.688448664354787,24.50753587476215,26.804884980874085
