overall,expected_draft_value,value_floor_5pct,value_ceiling_95pct,raw_model_output,raw_floor_5pct,raw_ceiling_95pct
122,6.982994024936257,6.157922570021581,7.810063801945902,5.4028036970520095,4.764438678977148,6.042714834451054
123,6.93018854050705,6.11081345440614,7.757356721830457,5.361947630803071,4.727989943219525,6.001934904482384
124,6.878032401827583,6.061221617240428,7.702397006805346,5.3215939690535246,4.689620304032421,5.959412091135238
125,6.826509005102872,6.010966493541173,7.646010737866772,5.281729865301625,4.650737474239277,5.915785540518639
126,6.775601746537934,5.960432336347144,7.596564826624584,5.242342473045632,4.611638753784937,5.877528805497899
127,6.725294022337787,5.910567809208728,7.549598782709083,5.203418945783798,4.5730581319752766,5.8411907655688315
128,6.675569228707452,5.8630117527182835,7.499420791692592,5.164946437014384,4.53626359414433,5.802367614008564
129,6.626410761851939,5.814841356102724,7.452222316207346,5.126912100235642,4.498993735972658,5.765849739736256
130,6.577802017976276,5.764704435494249,7.40371664850969,5.089303088945834,4.460202360947138,5.728320479389041
131,6.529726393285476,5.7150694632818295,7.354932054948246,5.052106556643215,4.42179934779623,5.6905754116556695
132,6.4821672839845546,5.668334139052487,7.311449043586804,5.015309656826039,4.3856398177110645,5.656932224549449
133,6.435108086278534,5.617061506799447,7.261275674161185,4.978899542992566,4.345969732629352,5.618112648754557
134,6.38853219637243,5.571612403927832,7.213820840786041,4.942863368641051,4.310805363284971,5.581396428135342
135,6.342423010471262,5.524578114297178,7.16649502816854,4.907188287269753,4.274414521047779,5.544780032007441
136,6.296763924780042,5.4778264231213845,7.121504921866307,4.871861452376924,4.238242327712655,5.509970792332819
137,6.251538335503798,5.427812112985247,7.078088601615628,4.836870017460828,4.199545817484509,5.476379204723677
138,6.20672963884754,5.382874027837899,7.033609259911024,4.802201136019716,4.16477682703349,5.4419651480961155
139,6.162321231016289,5.3358778216520015,6.988892065934726,4.767841961551845,4.128415450291384,5.4073670630806925
140,6.118296508215063,5.292357150694694,6.941981524059428,4.733779647555475,4.09474312562568,5.371071965566718
141,6.074638866648877,5.244714464088188,6.903122729254688,4.70000134752886,4.05788156131445,5.341006575350957
142,6.0313317025227535,5.200872744099492,6.862715424970869,4.666494214970259,4.023960838198521,5.309743089775439
143,5.988358412041708,5.156976018678924,6.818867797071648,4.633245403377927,3.9899975568977206,5.275817795657343
144,5.945702391410757,5.116544141557275,6.781430028373746,4.600242066250121,3.9587150591021434,5.246851865798589
145,5.90334703683492,5.070793127122538,6.747551865823726,4.567471357085098,3.9233170981345156,5.2206400344235435
146,5.861275744519214,5.025228762042005,6.705804433337812,4.534920429381114,3.8880635494085904,5.18833967990915
147,5.81947191066866,4.983387122197404,6.6656670990014595,4.502576436636428,3.855690305834865,5.157285072448816
148,5.777918931488272,4.93865074356741,6.6246460960856695,4.470426532349294,3.821077377484685,5.1255467628614415
149,5.7366002031830705,4.893827080422472,6.587226452321428,4.438457870017972,3.7863969163400695,5.096594856422762
150,5.695499121958072,4.850928912418132,6.55110581425626,4.406657603140716,3.7532062276665648,5.068648002081848
151,5.654600603577154,4.809125281398441,6.50780294406934,4.375014060911795,3.7208623918538963,5.0351441917816535
152,5.613895642039641,4.768348866895383,6.466012912480211,4.3435202753095306,3.6893133224657606,5.002810877967637
153,5.57337675090371,4.731194426508759,6.4269344664152115,4.3121704540082515,3.6605666062053843,4.972575541646129
154,5.533036443727546,4.690756442355798,6.385385071859092,4.28095880468229,3.62927938334614,4.940428410814219
155,5.492867234069329,4.647690874929788,6.34626105472313,4.249879535005977,3.5959591762724967,4.910157815755586
156,5.452861635487236,4.605302536075584,6.308076558992131,4.218926852653642,3.5631629468821275,4.880614136644763
157,5.413012161539455,4.561250079023403,6.266645759326121,4.188094965299618,3.5290791746526473,4.848558763719052
158,5.373311325784164,4.515999252367414,6.228705092223916,4.157378080618238,3.4940682133545855,4.819203736955975
159,5.333751641779545,4.476347629253386,6.191737797724213,4.12677040628383,3.4633894049251976,4.7906018171090174
160,5.294325623083779,4.434824620453521,6.15590434968886,4.0962661499707265,3.4312626889842255,4.762877164211969
161,5.255025783255047,4.39472935018147,6.116054780227473,4.065859519353259,3.400240626859217,4.732045202958232
162,5.21584463585153,4.35365187159386,6.079984967130923,4.035544722105756,3.3684586215494328,4.704137672341121
163,5.176774694431411,4.316930818489031,6.0468356379710935,4.005315965902552,3.3400472208284904,4.6784897457497525
164,5.13780847255287,4.279094425298136,6.010014163709079,3.975167458417978,3.3107728717047635,4.650000648299103
165,5.098938483774088,4.231520043054833,5.974858043715835,3.9450934073263633,3.2739641550781684,4.622800050046373
166,5.060157241653249,4.183207796257941,5.939551310073152,3.915088020302041,3.236584546177598,4.595482920692642
167,5.021457259748529,4.1387921555576614,5.903459353427348,3.88514550501934,3.2022197755755504,4.567558257417339
168,4.982831051618115,4.097957814052595,5.866749598822901,3.8552600691525942,3.1706258875581153,4.539155598445197
169,4.9442711308201845,4.052526155379309,5.833453014586365,3.8254259203761323,3.1354750149429154,4.513393739309994
170,4.905770010912921,4.009595133933731,5.7993584589798495,3.795637266364287,3.1022589072738977,4.48701448273002
171,4.8673202054545035,3.9620874368839307,5.765066528560008,3.7658883147913893,3.0655017855661457,4.460482515526588
172,4.828914228003117,3.920127801206552,5.728697222252979,3.7361732733317705,3.0330372475821306,4.432343264386869
173,4.790544592116937,3.882564455375717,5.69757780534388,3.7064863496597598,3.0039741575946906,4.408265898700148
